image,class,confidence,x1,y1,x2,y2
marine_marine-debris-aris3k-140.png,bottle,0.9132,142.5,212.7,228.0,291.6
marine_marine-debris-aris3k-1401.png,drink-carton,0.8326,115.5,425.1,157.8,468.5
marine_marine-debris-aris3k-1403.png,bottle,0.9166,174.4,242.1,257.2,318.5
marine_marine-debris-aris3k-1403.png,tire,0.633,151.0,376.0,224.4,457.4
marine_marine-debris-aris3k-1409.png,can,0.884,234.2,281.9,319.9,366.8
marine_marine-debris-aris3k-1417.png,bottle,0.9094,206.3,210.2,287.7,293.0
marine_marine-debris-aris3k-142.png,valve,0.911,114.1,201.4,189.7,293.4
marine_marine-debris-aris3k-1426.png,bottle,0.8828,84.9,196.0,134.8,288.3
marine_marine-debris-aris3k-1426.png,valve,0.8294,218.5,322.5,300.1,411.5
marine_marine-debris-aris3k-1449.png,drink-carton,0.8677,153.1,295.7,197.1,348.4
marine_marine-debris-aris3k-1452.png,bottle,0.9029,119.7,408.2,185.9,513.0
marine_marine-debris-aris3k-1452.png,bottle,0.8728,174.2,214.6,223.6,307.0
marine_marine-debris-aris3k-1460.png,drink-carton,0.7518,117.4,424.3,159.1,468.2
marine_marine-debris-aris3k-1482.png,shampoo-bottle,0.8443,232.6,175.2,292.4,436.3
marine_marine-debris-aris3k-1485.png,can,0.905,203.0,150.0,285.2,218.3
marine_marine-debris-aris3k-1486.png,drink-carton,0.8607,181.9,296.9,225.5,349.2
marine_marine-debris-aris3k-149.png,chain,0.8996,130.9,306.6,287.4,366.3
marine_marine-debris-aris3k-1491.png,valve,0.9069,212.6,224.3,297.2,314.7
marine_marine-debris-aris3k-1495.png,valve,0.9224,203.4,245.7,291.2,341.9
marine_marine-debris-aris3k-1504.png,drink-carton,0.8917,317.0,389.0,379.5,445.5
marine_marine-debris-aris3k-151.png,bottle,0.8813,125.4,197.3,174.3,287.3
marine_marine-debris-aris3k-151.png,bottle,0.8758,102.4,392.0,154.7,490.2
marine_marine-debris-aris3k-1530.png,drink-carton,0.8685,154.4,278.7,198.2,331.4
marine_marine-debris-aris3k-1538.png,bottle,0.9026,202.7,210.6,285.7,293.0
marine_marine-debris-aris3k-1578.png,standing-bottle,0.875,202.7,260.7,243.9,459.4
marine_marine-debris-aris3k-158.png,drink-carton,0.8559,165.9,302.3,208.1,352.5
marine_marine-debris-aris3k-1596.png,bottle,0.8674,186.7,162.7,265.1,242.7
marine_marine-debris-aris3k-1618.png,drink-carton,0.7838,164.7,324.0,202.2,376.1
marine_marine-debris-aris3k-1624.png,propeller,0.8941,218.5,279.1,350.4,413.8
marine_marine-debris-aris3k-1624.png,hook,0.8876,119.9,95.4,206.1,187.9
marine_marine-debris-aris3k-1631.png,drink-carton,0.8641,162.3,298.2,204.8,347.8
marine_marine-debris-aris3k-1652.png,chain,0.8987,131.2,307.0,291.1,369.0
marine_marine-debris-aris3k-166.png,chain,0.9058,348.7,221.6,410.4,287.4
marine_marine-debris-aris3k-166.png,drink-carton,0.8738,103.5,255.6,173.9,340.1
marine_marine-debris-aris3k-1664.png,can,0.8883,179.7,457.0,231.4,522.6
marine_marine-debris-aris3k-1665.png,can,0.8693,146.7,451.8,197.5,515.1
marine_marine-debris-aris3k-1670.png,can,0.8883,114.2,479.2,166.3,531.5
marine_marine-debris-aris3k-1680.png,propeller,0.8886,242.5,280.3,365.8,400.3
marine_marine-debris-aris3k-1680.png,hook,0.8825,136.0,80.7,223.2,180.0
marine_marine-debris-aris3k-1696.png,can,0.8977,153.8,256.2,249.9,357.4
marine_marine-debris-aris3k-1698.png,can,0.914,198.4,160.8,284.5,244.2
marine_marine-debris-aris3k-1699.png,drink-carton,0.8809,167.4,208.3,227.9,286.7
marine_marine-debris-aris3k-1700.png,drink-carton,0.8733,181.6,296.2,225.7,349.0
marine_marine-debris-aris3k-1707.png,drink-carton,0.7918,240.5,341.3,277.8,383.2
marine_marine-debris-aris3k-1727.png,chain,0.8985,131.1,321.7,363.5,464.2
marine_marine-debris-aris3k-1733.png,tire,0.9266,120.3,346.6,193.8,434.4
marine_marine-debris-aris3k-1733.png,bottle,0.9179,139.9,212.7,224.0,290.4
marine_marine-debris-aris3k-1737.png,can,0.867,146.6,451.0,199.7,515.3
marine_marine-debris-aris3k-1771.png,can,0.8634,105.6,447.6,150.4,493.2
marine_marine-debris-aris3k-1776.png,can,0.9079,220.1,117.1,300.5,183.2
marine_marine-debris-aris3k-1777.png,can,0.8928,220.2,251.3,306.4,335.1
marine_marine-debris-aris3k-1788.png,valve,0.8936,227.9,227.7,308.9,316.0
marine_marine-debris-aris3k-1825.png,tire,0.9229,122.4,346.5,196.5,431.0
marine_marine-debris-aris3k-1825.png,bottle,0.9122,137.1,213.9,220.3,291.4
marine_marine-debris-aris3k-1833.png,hook,0.9063,174.2,192.5,317.3,302.5
marine_marine-debris-aris3k-1833.png,tire,0.8927,232.0,346.1,357.6,467.0
marine_marine-debris-aris3k-1843.png,drink-carton,0.8774,166.7,293.5,210.7,345.9
marine_marine-debris-aris3k-1844.png,shampoo-bottle,0.8896,191.8,295.8,251.0,494.6
marine_marine-debris-aris3k-185.png,can,0.8982,115.3,479.5,168.1,534.0
marine_marine-debris-aris3k-1860.png,can,0.9016,144.0,217.0,220.8,284.5
marine_marine-debris-aris3k-226.png,drink-carton,0.8798,186.1,390.2,253.5,451.8
marine_marine-debris-aris3k-237.png,propeller,0.8977,205.7,191.5,341.6,334.1
marine_marine-debris-aris3k-248.png,shampoo-bottle,0.8884,177.9,300.3,236.2,490.7
marine_marine-debris-aris3k-256.png,bottle,0.9168,188.6,267.4,265.6,360.0
marine_marine-debris-aris3k-256.png,tire,0.9089,187.6,404.7,264.9,506.1
marine_marine-debris-aris3k-292.png,bottle,0.9222,142.0,213.3,226.7,290.6
marine_marine-debris-aris3k-292.png,tire,0.9203,121.8,345.3,196.0,432.8
marine_marine-debris-aris3k-300.png,valve,0.9004,108.3,243.1,191.2,345.1
marine_marine-debris-aris3k-305.png,bottle,0.9075,162.2,200.0,245.5,283.4
marine_marine-debris-aris3k-305.png,tire,0.3551,144.5,349.9,211.2,424.7
marine_marine-debris-aris3k-306.png,chain,0.9062,279.5,215.6,339.4,275.0
marine_marine-debris-aris3k-306.png,drink-carton,0.8735,146.8,395.8,220.7,485.1
marine_marine-debris-aris3k-31.png,propeller,0.8497,148.2,369.3,215.2,462.3
marine_marine-debris-aris3k-321.png,drink-carton,0.8778,179.7,296.5,224.5,350.1
marine_marine-debris-aris3k-334.png,hook,0.9143,128.0,184.8,279.3,283.6
marine_marine-debris-aris3k-334.png,tire,0.9074,200.8,307.3,328.8,431.1
marine_marine-debris-aris3k-337.png,bottle,0.8991,167.7,215.1,249.9,292.7
marine_marine-debris-aris3k-337.png,tire,0.8511,144.2,348.4,218.9,432.9
marine_marine-debris-aris3k-343.png,valve,0.9104,140.2,243.6,223.8,340.0
marine_marine-debris-aris3k-351.png,can,0.9069,177.5,277.3,271.8,381.1
marine_marine-debris-aris3k-362.png,drink-carton,0.8818,173.6,275.0,217.9,328.2
marine_marine-debris-aris3k-381.png,bottle,0.9086,142.2,285.2,218.3,376.9
marine_marine-debris-aris3k-381.png,tire,0.902,157.1,425.6,234.4,523.0
marine_marine-debris-aris3k-393.png,propeller,0.8295,166.0,367.1,234.6,462.0
marine_marine-debris-aris3k-395.png,bottle,0.9126,147.1,285.9,222.7,377.4
marine_marine-debris-aris3k-395.png,tire,0.9093,158.2,423.6,236.2,523.2
marine_marine-debris-aris3k-402.png,drink-carton,0.8651,165.3,296.4,207.7,347.2
marine_marine-debris-aris3k-405.png,chain,0.8042,182.4,279.9,248.6,339.8
marine_marine-debris-aris3k-415.png,valve,0.8605,82.0,170.1,171.8,258.5
marine_marine-debris-aris3k-416.png,drink-carton,0.8726,155.4,296.5,198.2,347.1
marine_marine-debris-aris3k-426.png,valve,0.8191,48.2,182.2,127.7,239.5
marine_marine-debris-aris3k-43.png,can,0.9051,122.3,233.7,201.7,302.1
marine_marine-debris-aris3k-44.png,shampoo-bottle,0.8769,233.7,225.0,295.2,428.8
marine_marine-debris-aris3k-457.png,drink-carton,0.8745,221.6,239.0,283.9,319.6
marine_marine-debris-aris3k-474.png,tire,0.9082,250.8,204.9,378.2,311.8
marine_marine-debris-aris3k-476.png,can,0.8982,124.6,233.4,202.1,301.1
marine_marine-debris-aris3k-488.png,valve,0.9023,74.1,209.9,150.2,300.0
marine_marine-debris-aris3k-489.png,drink-carton,0.8886,315.7,387.7,379.7,444.7
marine_marine-debris-aris3k-496.png,hook,0.9122,102.4,227.8,271.5,315.7
marine_marine-debris-aris3k-497.png,tire,0.9259,275.9,181.1,399.3,286.1
marine_marine-debris-aris3k-501.png,hook,0.9087,173.6,192.6,313.4,299.2
marine_marine-debris-aris3k-501.png,tire,0.9042,230.8,347.0,356.5,467.8
marine_marine-debris-aris3k-511.png,tire,0.9267,120.7,346.1,194.3,433.1
marine_marine-debris-aris3k-511.png,bottle,0.9154,143.8,212.8,225.9,289.1
marine_marine-debris-aris3k-514.png,bottle,0.8955,125.3,408.1,191.3,511.1
marine_marine-debris-aris3k-514.png,bottle,0.8675,185.1,216.0,234.5,306.7
marine_marine-debris-aris3k-525.png,valve,0.8848,257.3,212.7,320.4,301.8
marine_marine-debris-aris3k-536.png,drink-carton,0.8885,145.4,197.1,204.2,273.6
marine_marine-debris-aris3k-552.png,tire,0.9276,121.7,347.0,196.2,433.7
marine_marine-debris-aris3k-552.png,bottle,0.9173,143.5,213.2,226.5,289.4
marine_marine-debris-aris3k-564.png,standing-bottle,0.8739,212.0,264.8,252.2,455.7
marine_marine-debris-aris3k-571.png,drink-carton,0.8668,148.6,394.9,223.3,489.4
marine_marine-debris-aris3k-571.png,chain,0.4727,276.3,219.0,336.3,278.8
marine_marine-debris-aris3k-577.png,chain,0.8811,284.1,416.9,344.9,488.8
marine_marine-debris-aris3k-58.png,bottle,0.856,144.6,182.9,221.3,258.5
marine_marine-debris-aris3k-586.png,drink-carton,0.8704,126.0,339.1,198.7,426.0
marine_marine-debris-aris3k-586.png,chain,0.5981,259.2,166.9,322.9,227.2
marine_marine-debris-aris3k-603.png,shampoo-bottle,0.8243,251.1,232.8,309.6,427.9
marine_marine-debris-aris3k-61.png,drink-carton,0.8702,170.6,302.6,213.7,353.1
marine_marine-debris-aris3k-610.png,valve,0.9007,95.5,205.0,166.5,293.8
marine_marine-debris-aris3k-615.png,can,0.8923,114.5,477.7,165.7,529.1
marine_marine-debris-aris3k-637.png,can,0.8712,114.6,481.3,163.6,531.2
marine_marine-debris-aris3k-640.png,bottle,0.9107,215.0,208.5,299.1,292.0
marine_marine-debris-aris3k-646.png,tire,0.9198,134.9,347.9,209.3,434.5
marine_marine-debris-aris3k-646.png,bottle,0.9086,150.0,215.5,233.0,291.8
marine_marine-debris-aris3k-661.png,drink-carton,0.8674,163.0,276.5,206.3,327.6
marine_marine-debris-aris3k-662.png,bottle,0.8775,154.5,172.5,234.4,255.1
marine_marine-debris-aris3k-675.png,tire,0.9203,113.9,348.5,188.8,435.2
marine_marine-debris-aris3k-675.png,bottle,0.9144,134.6,213.5,218.3,290.7
marine_marine-debris-aris3k-682.png,bottle,0.9279,130.6,209.8,212.9,289.5
marine_marine-debris-aris3k-682.png,tire,0.9112,113.6,344.4,188.3,429.8
marine_marine-debris-aris3k-684.png,bottle,0.8977,119.5,399.2,185.3,506.9
marine_marine-debris-aris3k-684.png,bottle,0.8689,179.8,208.4,229.5,302.0
marine_marine-debris-aris3k-690.png,shampoo-bottle,0.8799,157.2,311.6,213.5,494.4
marine_marine-debris-aris3k-694.png,valve,0.9135,153.4,242.9,239.0,339.1
marine_marine-debris-aris3k-700.png,drink-carton,0.8729,149.1,282.0,192.2,334.6
marine_marine-debris-aris3k-71.png,can,0.9005,205.7,148.1,284.6,215.1
marine_marine-debris-aris3k-716.png,can,0.8957,199.4,158.7,279.0,225.4
marine_marine-debris-aris3k-724.png,can,0.894,196.3,457.1,249.4,522.8
marine_marine-debris-aris3k-733.png,chain,0.8023,286.7,247.8,352.7,306.8
marine_marine-debris-aris3k-734.png,can,0.9025,208.4,144.4,287.4,212.1
marine_marine-debris-aris3k-742.png,bottle,0.9265,129.8,210.8,210.1,291.7
marine_marine-debris-aris3k-742.png,tire,0.9209,112.5,344.1,187.5,430.6
marine_marine-debris-aris3k-748.png,standing-bottle,0.8538,176.9,327.8,212.2,500.4
marine_marine-debris-aris3k-778.png,drink-carton,0.8755,157.2,295.9,199.5,346.6
marine_marine-debris-aris3k-800.png,valve,0.6233,49.8,182.0,118.5,239.0
marine_marine-debris-aris3k-802.png,drink-carton,0.8727,149.7,200.4,210.2,278.3
marine_marine-debris-aris3k-804.png,bottle,0.9111,131.8,209.3,211.2,290.8
marine_marine-debris-aris3k-809.png,propeller,0.8991,204.0,208.1,337.8,343.3
marine_marine-debris-aris3k-832.png,valve,0.9113,198.1,220.0,278.8,310.7
marine_marine-debris-aris3k-846.png,can,0.8853,201.1,453.8,255.7,521.5
marine_marine-debris-aris3k-847.png,can,0.9021,177.1,277.4,270.5,378.3
marine_marine-debris-aris3k-855.png,can,0.9015,156.3,251.5,249.4,353.0
marine_marine-debris-aris3k-871.png,tire,0.9176,188.2,188.5,316.0,307.4
marine_marine-debris-aris3k-871.png,hook,0.8836,341.6,111.2,421.2,223.1
marine_marine-debris-aris3k-88.png,bottle,0.9164,178.9,226.2,262.3,302.7
marine_marine-debris-aris3k-88.png,tire,0.8259,151.8,358.1,225.2,442.0
marine_marine-debris-aris3k-893.png,hook,0.9124,104.5,172.8,265.5,270.3
marine_marine-debris-aris3k-893.png,tire,0.9111,190.9,304.4,316.7,428.5
marine_marine-debris-aris3k-894.png,valve,0.9196,186.0,243.1,274.5,340.8
marine_marine-debris-aris3k-905.png,tire,0.9081,293.6,167.6,418.7,271.1
marine_marine-debris-aris3k-909.png,tire,0.9274,122.0,345.2,195.6,433.0
marine_marine-debris-aris3k-909.png,bottle,0.9113,144.8,212.8,227.6,289.6
marine_marine-debris-aris3k-914.png,valve,0.9022,143.4,244.0,228.0,337.9
marine_marine-debris-aris3k-92.png,chain,0.84,263.4,219.3,322.7,277.6
marine_marine-debris-aris3k-951.png,valve,0.9079,79.5,207.6,156.6,297.3
marine_marine-debris-aris3k-958.png,can,0.9048,122.4,234.6,201.4,303.0
marine_marine-debris-aris3k-962.png,hook,0.9095,101.8,285.1,254.4,379.4
marine_marine-debris-aris3k-967.png,bottle,0.9171,203.6,265.3,278.6,352.4
marine_marine-debris-aris3k-967.png,tire,0.9148,200.8,400.3,275.2,498.2
marine_marine-debris-aris3k-976.png,drink-carton,0.874,165.3,296.3,207.6,347.4
marine_marine-debris-aris3k-98.png,tire,0.9075,205.3,392.6,276.0,490.4
marine_marine-debris-aris3k-98.png,bottle,0.903,211.8,249.1,288.4,338.6
marine_marine-debris-aris3k-983.png,valve,0.9225,169.9,242.3,256.8,338.9
marine_marine-debris-aris3k-984.png,drink-carton,0.7989,250.7,342.0,287.8,384.0
marine_marine-debris-aris3k-987.png,valve,0.9094,145.6,244.5,230.5,338.8
marine_marine-debris-aris3k-990.png,chain,0.904,130.6,304.9,287.7,368.3
marine_marine-debris-aris3k-992.png,chain,0.344,357.2,248.8,408.1,312.9
marine_marine-debris-aris3k-994.png,tire,0.9067,159.9,185.1,290.5,302.1
marine_marine-debris-aris3k-994.png,hook,0.9048,312.7,104.7,392.4,216.1
mine_sonar83_jpg.rf.d7d3ede15a0476a8184ccc9f645b5955.jpg,mine,0.7635,172.3,118.1,216.1,167.4
mine_sonar84_jpg.rf.c868661cca1c14bb308bd928c1d1e54e.jpg,mine,0.7116,141.0,112.2,176.8,154.0
mine_sonar85_jpg.rf.3192057ce4556f7bc56671317c50431d.jpg,mine,0.7289,216.6,109.2,258.5,166.3
mine_sonar86_jpg.rf.a7bc6bc21f73e1636afa72a097c8878d.jpg,mine,0.7654,182.6,125.3,222.3,167.2
mine_sonar86_jpg.rf.a7bc6bc21f73e1636afa72a097c8878d.jpg,mine,0.7186,171.5,188.7,209.9,228.5
mine_sonar87_jpg.rf.2275a8c6356a68f2cd026074fab0fbf9.jpg,mine,0.7974,228.2,100.4,272.3,155.2
mine_sonar88_jpg.rf.cedf05cfbba72b9bd38de6d126bbbe76.jpg,mine,0.6758,137.3,114.1,180.6,161.8
mine_sonar89_jpg.rf.54de267b1dd46896035a8017f896e8c9.jpg,mine,0.8156,252.2,94.7,295.9,149.6
mine_sonar8_jpg.rf.3efb1cf5aba7c2cefc21f1cab852b8ce.jpg,mine,0.7823,224.6,115.7,266.4,166.4
mine_sonar90_jpg.rf.6dc9e1afcd5f9914f03fdbac8afbbab0.jpg,mine,0.8181,224.0,108.7,266.5,166.6
mine_sonar91_jpg.rf.1cc5cf29d0846c05146afe5260759ec2.jpg,mine,0.7892,108.7,111.8,152.3,164.7
mine_sonar92_jpg.rf.20b9433b2d27be0a4842ef5b43d31013.jpg,mine,0.7646,178.0,126.5,218.8,167.9
mine_sonar92_jpg.rf.20b9433b2d27be0a4842ef5b43d31013.jpg,mine,0.6824,164.8,186.5,206.6,230.5
mine_sonar94_jpg.rf.1b9070f4aa154d16825d53bd356771b1.jpg,mine,0.8093,226.3,95.9,266.3,141.2
mine_sonar95_jpg.rf.dc9cc7c34485f915bda19b029373de01.jpg,mine,0.6838,130.8,129.4,172.7,175.3
mine_sonar96_jpg.rf.a271f0c8428cb264f56e1a25e0c3a91b.jpg,mine,0.7704,171.7,127.9,217.6,178.5
mine_sonar97_jpg.rf.0af6e66998559e85188360e72524e548.jpg,mine,0.7811,238.4,106.5,282.5,167.8
mine_sonar98_jpg.rf.f96a3b6a5a2599496693839f96359cc9.jpg,mine,0.7372,213.7,126.4,254.6,176.7
mine_sonar99_jpg.rf.42ba912455226b1328983b8a958a69d9.jpg,mine,0.7208,189.0,120.3,230.2,167.5
mine_sonar9_jpg.rf.b7e7154933ddb10f144a7b89327c32a9.jpg,mine,0.7945,117.0,100.2,160.0,147.2
