image,object,class,yolo_conf,sam_score,x1,y1,x2,y2
marine_marine-debris-aris3k-1176.png,2,2,0.8987191915512085,0.6843028664588928,75,266,141,360
marine_marine-debris-aris3k-1183.png,0,3,0.8937585949897766,0.7851436138153076,266,316,330,391
marine_marine-debris-aris3k-1186.png,0,1,0.887763261795044,0.5125282406806946,190,450,245,520
marine_marine-debris-aris3k-12.png,0,7,0.9031208157539368,0.7544993758201599,101,283,253,387
marine_marine-debris-aris3k-1202.png,0,1,0.9094725251197815,0.8397589921951294,221,232,306,316
marine_marine-debris-aris3k-1208.png,0,3,0.8801929950714111,0.8449053168296814,182,365,243,420
marine_marine-debris-aris3k-1208.png,1,4,0.8766083717346191,0.805406391620636,336,200,395,263
marine_marine-debris-aris3k-1227.png,0,2,0.9164910912513733,0.3297078013420105,145,203,228,285
marine_marine-debris-aris3k-1227.png,1,6,0.9053024053573608,0.5124175548553467,127,340,201,427
marine_marine-debris-aris3k-1252.png,0,8,0.90327388048172,0.36747676134109497,222,234,305,326
marine_marine-debris-aris3k-1254.png,0,2,0.9138715863227844,0.6340743899345398,129,404,192,512
marine_marine-debris-aris3k-1254.png,1,2,0.9085838794708252,0.4644256830215454,193,217,240,306
marine_marine-debris-aris3k-1260.png,0,3,0.9022204875946045,0.8402988910675049,236,251,297,332
marine_marine-debris-aris3k-128.png,0,4,0.9026390314102173,0.811102569103241,285,462,357,536
marine_marine-debris-aris3k-1284.png,0,2,0.9287254810333252,0.5352585315704346,139,214,223,291
marine_marine-debris-aris3k-1284.png,1,6,0.9100478291511536,0.5503337383270264,118,345,194,435
marine_marine-debris-aris3k-1291.png,0,4,0.8752439022064209,0.7390068769454956,125,332,284,391
marine_marine-debris-aris3k-1292.png,0,2,0.9171711802482605,0.7593798637390137,196,155,281,238
marine_marine-debris-aris3k-1298.png,0,3,0.8957462310791016,0.7016046047210693,177,296,221,348
marine_marine-debris-aris3k-1299.png,0,6,0.9302143454551697,0.04268641024827957,123,340,196,426
marine_marine-debris-aris3k-1299.png,1,2,0.9195705056190491,0.5087825059890747,144,201,227,285
marine_marine-debris-aris3k-1312.png,0,3,0.8877204060554504,0.6501466631889343,156,299,199,349
marine_marine-debris-aris3k-1351.png,0,6,0.9277433156967163,0.5478485226631165,120,344,195,431
marine_marine-debris-aris3k-1351.png,1,2,0.9185508489608765,0.7101040482521057,140,213,222,290
marine_marine-debris-aris3k-1364.png,0,1,0.917517364025116,0.8882135152816772,127,247,205,314
marine_marine-debris-aris3k-1384.png,0,8,0.9001414179801941,0.3762722611427307,233,224,311,315
marine_marine-debris-aris3k-1387.png,0,3,0.8820131421089172,0.619743287563324,176,303,218,353
marine_marine-debris-aris3k-139.png,0,2,0.9139270186424255,0.7008980512619019,226,210,311,294
marine_marine-debris-aris3k-139.png,1,6,0.8442597389221191,0.6145510077476501,199,353,272,434
marine_marine-debris-aris3k-1394.png,0,6,0.9137840270996094,0.8122265338897705,233,355,356,474
marine_marine-debris-aris3k-1394.png,1,7,0.9006776213645935,0.8327996730804443,171,196,316,304
marine_marine-debris-aris3k-140.png,0,6,0.9146610498428345,0.6399414539337158,127,348,200,433
marine_marine-debris-aris3k-140.png,1,2,0.9108424186706543,0.7781979441642761,143,213,226,291
marine_marine-debris-aris3k-1401.png,0,3,0.8583053350448608,0.834746241569519,116,425,161,469
marine_marine-debris-aris3k-1401.png,1,4,0.34944337606430054,0.7785953283309937,323,305,376,385
marine_marine-debris-aris3k-1403.png,0,2,0.9219421744346619,0.6900665760040283,173,238,259,319
marine_marine-debris-aris3k-1403.png,1,6,0.9012705683708191,0.6817529797554016,148,374,223,460
marine_marine-debris-aris3k-1409.png,0,1,0.8716941475868225,0.5712177753448486,234,280,318,360
marine_marine-debris-aris3k-1417.png,0,2,0.9211920499801636,0.423397034406662,207,210,289,295
marine_marine-debris-aris3k-142.png,0,8,0.9083306789398193,0.5215258002281189,113,200,190,293
marine_marine-debris-aris3k-1426.png,0,2,0.8666572570800781,0.5921609997749329,86,195,135,288
marine_marine-debris-aris3k-1426.png,1,8,0.8566493988037109,0.8084138035774231,221,318,303,415
marine_marine-debris-aris3k-1449.png,0,3,0.8841915130615234,0.7383573055267334,150,296,195,349
marine_marine-debris-aris3k-1452.png,0,2,0.9102601408958435,0.6895565390586853,117,407,182,514
marine_marine-debris-aris3k-1452.png,1,2,0.8892538547515869,0.2934994399547577,174,216,223,306
marine_marine-debris-aris3k-1460.png,0,4,0.714911937713623,0.7800686359405518,322,310,378,386
marine_marine-debris-aris3k-1460.png,1,3,0.6372164487838745,0.8200886249542236,116,427,163,470
marine_marine-debris-aris3k-1482.png,0,9,0.876885175704956,0.6815110445022583,230,175,295,436
marine_marine-debris-aris3k-1485.png,0,1,0.9087787866592407,0.8283620476722717,201,151,284,219
marine_marine-debris-aris3k-1486.png,0,3,0.8870422840118408,0.6885095834732056,182,297,227,348
marine_marine-debris-aris3k-149.png,0,4,0.8811894655227661,0.726992130279541,132,302,284,364
marine_marine-debris-aris3k-1491.png,0,8,0.9121125340461731,0.358737051486969,216,222,296,315
marine_marine-debris-aris3k-1495.png,0,8,0.9267764091491699,0.5402244925498962,204,246,291,344
marine_marine-debris-aris3k-1504.png,0,3,0.9108976125717163,0.8263149261474609,317,387,380,446
marine_marine-debris-aris3k-151.png,0,2,0.864247739315033,0.6962361335754395,125,199,174,287
marine_marine-debris-aris3k-151.png,1,2,0.7937172055244446,0.7911770343780518,102,388,158,495
marine_marine-debris-aris3k-1530.png,0,3,0.8875411748886108,0.6161906719207764,155,279,199,333
marine_marine-debris-aris3k-1538.png,0,2,0.9139754176139832,0.4377138018608093,199,210,284,295
marine_marine-debris-aris3k-1578.png,0,10,0.8569324016571045,0.3798830807209015,204,262,245,456
marine_marine-debris-aris3k-158.png,0,3,0.8998700976371765,0.7091503739356995,165,301,209,353
marine_marine-debris-aris3k-1596.png,0,2,0.9234043955802917,0.7338578104972839,184,163,265,244
marine_marine-debris-aris3k-1618.png,0,3,0.8238922357559204,0.5340002775192261,164,326,201,374
marine_marine-debris-aris3k-1624.png,0,5,0.9388741850852966,0.8400481343269348,219,282,348,412
marine_marine-debris-aris3k-1624.png,1,7,0.9249392747879028,0.8761248588562012,118,93,203,186
marine_marine-debris-aris3k-1631.png,0,3,0.8660816550254822,0.6437063813209534,162,296,205,347
marine_marine-debris-aris3k-1652.png,0,4,0.8728371858596802,0.6241680979728699,135,305,278,364
marine_marine-debris-aris3k-166.png,0,3,0.8873353004455566,0.7864701151847839,101,260,173,343
marine_marine-debris-aris3k-166.png,1,4,0.879227340221405,0.5525181293487549,349,223,410,287
marine_marine-debris-aris3k-1664.png,0,1,0.911913275718689,0.6325173377990723,176,457,231,523
marine_marine-debris-aris3k-1665.png,0,1,0.8998745679855347,0.5568442940711975,145,451,199,515
marine_marine-debris-aris3k-1670.png,0,1,0.8970255255699158,0.6532315611839294,113,478,167,532
marine_marine-debris-aris3k-1680.png,0,7,0.926769495010376,0.8382987976074219,135,81,220,182
marine_marine-debris-aris3k-1680.png,1,5,0.9105979800224304,0.8427264094352722,241,281,361,399
marine_marine-debris-aris3k-1696.png,0,1,0.9260044097900391,0.7208160161972046,151,255,249,360
marine_marine-debris-aris3k-1698.png,0,1,0.9188074469566345,0.8201022148132324,199,160,284,243
marine_marine-debris-aris3k-1699.png,0,3,0.8981406688690186,0.7814317941665649,168,210,228,285
marine_marine-debris-aris3k-1700.png,0,3,0.907255232334137,0.6629016399383545,181,295,225,348
marine_marine-debris-aris3k-1707.png,0,3,0.8245466947555542,0.6015555262565613,241,343,279,383
marine_marine-debris-aris3k-1727.png,0,4,0.9431595206260681,0.8126631379127502,129,319,359,469
marine_marine-debris-aris3k-1733.png,0,2,0.9300663471221924,0.6167517304420471,139,214,225,290
marine_marine-debris-aris3k-1733.png,1,6,0.9249696731567383,0.5993412733078003,120,346,195,435
marine_marine-debris-aris3k-1737.png,0,1,0.8943448066711426,0.4644933044910431,146,450,200,515
marine_marine-debris-aris3k-1771.png,0,1,0.8644247651100159,0.060872144997119904,103,448,148,494
marine_marine-debris-aris3k-1776.png,0,1,0.9209632873535156,0.8328090310096741,219,117,301,184
marine_marine-debris-aris3k-1777.png,0,1,0.9219092130661011,0.7304884195327759,222,240,306,327
marine_marine-debris-aris3k-1788.png,0,8,0.8962628245353699,0.5408769845962524,227,227,307,318
marine_marine-debris-aris3k-1825.png,0,6,0.9291738867759705,0.6403746604919434,121,347,195,433
marine_marine-debris-aris3k-1825.png,1,2,0.9100111126899719,0.7149463295936584,139,215,217,291
marine_marine-debris-aris3k-1833.png,0,6,0.9063286185264587,0.7656183838844299,233,345,356,469
marine_marine-debris-aris3k-1833.png,1,7,0.8995863199234009,0.7758975028991699,171,193,317,303
marine_marine-debris-aris3k-1843.png,0,3,0.8850253224372864,0.601664125919342,167,294,212,346
marine_marine-debris-aris3k-1844.png,0,9,0.9034271836280823,0.45664575695991516,193,296,254,494
marine_marine-debris-aris3k-185.png,0,1,0.8964399695396423,0.7412893176078796,116,481,167,534
marine_marine-debris-aris3k-1860.png,0,1,0.9180472493171692,0.8074808716773987,142,218,222,286
marine_marine-debris-aris3k-226.png,0,3,0.9106095433235168,0.7418683767318726,182,388,253,454
marine_marine-debris-aris3k-237.png,0,5,0.9176875948905945,0.8333865404129028,205,193,340,331
marine_marine-debris-aris3k-248.png,0,9,0.9122411012649536,0.32326316833496094,176,301,237,487
marine_marine-debris-aris3k-256.png,0,2,0.9120727777481079,0.38536399602890015,189,268,265,361
marine_marine-debris-aris3k-256.png,1,6,0.9078153967857361,0.6873859763145447,184,406,261,506
marine_marine-debris-aris3k-292.png,0,6,0.9380999803543091,0.6097691059112549,121,344,197,433
marine_marine-debris-aris3k-292.png,1,2,0.9241939187049866,0.7474015951156616,143,214,226,290
marine_marine-debris-aris3k-300.png,0,8,0.899553120136261,0.5236242413520813,110,241,191,342
marine_marine-debris-aris3k-305.png,0,2,0.9164668321609497,0.6837469339370728,163,199,246,284
marine_marine-debris-aris3k-305.png,1,6,0.5992125868797302,0.5821536183357239,142,342,216,425
marine_marine-debris-aris3k-306.png,0,4,0.9082057476043701,0.6738573312759399,278,217,336,276
marine_marine-debris-aris3k-306.png,1,3,0.8970110416412354,0.8872044086456299,146,400,220,485
marine_marine-debris-aris3k-31.png,0,5,0.8987705111503601,0.5714117288589478,149,366,216,466
marine_marine-debris-aris3k-321.png,0,3,0.8902400135993958,0.688670814037323,181,296,225,348
marine_marine-debris-aris3k-334.png,0,7,0.8957375288009644,0.8399997353553772,127,185,274,283
marine_marine-debris-aris3k-334.png,1,6,0.893934965133667,0.8171653747558594,202,312,326,436
marine_marine-debris-aris3k-337.png,0,6,0.9095278382301331,0.7093309760093689,143,349,217,437
marine_marine-debris-aris3k-337.png,1,2,0.9084255695343018,0.7924026846885681,167,215,247,294
marine_marine-debris-aris3k-343.png,0,8,0.9116199016571045,0.6120743751525879,137,241,226,340
marine_marine-debris-aris3k-351.png,0,1,0.9113461971282959,0.8120169043540955,175,280,266,379
marine_marine-debris-aris3k-362.png,0,3,0.8631910681724548,0.6105231046676636,175,274,219,329
marine_marine-debris-aris3k-381.png,0,2,0.8986857533454895,0.4615646004676819,143,283,220,376
marine_marine-debris-aris3k-381.png,1,6,0.8982481360435486,0.5682668685913086,157,425,230,522
marine_marine-debris-aris3k-393.png,0,5,0.9051426649093628,0.4115654528141022,167,363,235,462
marine_marine-debris-aris3k-395.png,0,2,0.9088323712348938,0.08977575600147247,148,282,224,376
marine_marine-debris-aris3k-395.png,1,6,0.9031378626823425,0.5447368025779724,159,424,233,523
marine_marine-debris-aris3k-402.png,0,3,0.881328284740448,0.720611035823822,164,295,208,349
marine_marine-debris-aris3k-405.png,0,4,0.86714768409729,0.5989655256271362,180,275,241,335
marine_marine-debris-aris3k-405.png,1,4,0.6541600227355957,0.7215698957443237,185,280,249,341
marine_marine-debris-aris3k-415.png,0,8,0.8852453827857971,0.7372684478759766,79,168,172,259
marine_marine-debris-aris3k-416.png,0,3,0.8800835609436035,0.6064820885658264,155,295,198,348
marine_marine-debris-aris3k-426.png,0,8,0.8896470069885254,0.611280620098114,49,180,125,239
marine_marine-debris-aris3k-43.png,0,1,0.9182739853858948,0.8603829145431519,121,234,201,303
marine_marine-debris-aris3k-44.png,0,9,0.9046640992164612,0.48804378509521484,235,231,303,426
marine_marine-debris-aris3k-457.png,0,3,0.9122022390365601,0.8709802627563477,220,241,283,320
marine_marine-debris-aris3k-474.png,0,6,0.9135475158691406,0.5942933559417725,252,204,379,310
marine_marine-debris-aris3k-476.png,0,1,0.9220038056373596,0.8108182549476624,121,234,200,301
marine_marine-debris-aris3k-488.png,0,8,0.9019555449485779,0.5270437598228455,70,208,147,300
marine_marine-debris-aris3k-489.png,0,3,0.8910014033317566,0.8834802508354187,315,386,379,446
marine_marine-debris-aris3k-496.png,0,7,0.9039468765258789,0.8901524543762207,99,225,270,316
marine_marine-debris-aris3k-497.png,0,6,0.9099739789962769,0.8871603012084961,276,182,403,287
marine_marine-debris-aris3k-501.png,0,7,0.9041368365287781,0.8210903406143188,171,194,314,300
marine_marine-debris-aris3k-501.png,1,6,0.9040537476539612,0.7479953169822693,232,343,356,468
marine_marine-debris-aris3k-511.png,0,6,0.9271374344825745,0.6154570579528809,119,344,195,433
marine_marine-debris-aris3k-511.png,1,2,0.9261599779129028,0.558154284954071,142,214,226,289
marine_marine-debris-aris3k-514.png,0,2,0.9042506217956543,0.7634538412094116,122,405,189,513
marine_marine-debris-aris3k-514.png,1,2,0.9030935168266296,0.4062965512275696,185,215,234,306
marine_marine-debris-aris3k-525.png,0,8,0.9006540179252625,0.4771159589290619,252,211,322,302
marine_marine-debris-aris3k-536.png,0,3,0.9027020335197449,0.7532519698143005,146,198,206,274
marine_marine-debris-aris3k-552.png,0,6,0.931113064289093,0.6821813583374023,119,345,196,433
marine_marine-debris-aris3k-552.png,1,2,0.9259355068206787,0.6424241065979004,142,213,226,289
marine_marine-debris-aris3k-564.png,0,10,0.9021580815315247,0.3844737410545349,211,267,253,460
marine_marine-debris-aris3k-571.png,0,3,0.8984671831130981,0.7429073452949524,149,401,221,486
marine_marine-debris-aris3k-571.png,1,4,0.7852230072021484,0.7990703582763672,270,213,329,269
marine_marine-debris-aris3k-574.png,0,1,0.8952796459197998,0.9078583121299744,172,99,254,180
marine_marine-debris-aris3k-577.png,0,4,0.9021221995353699,0.7242007255554199,283,417,338,485
marine_marine-debris-aris3k-58.png,0,2,0.9156261682510376,0.7587730884552002,141,180,223,259
marine_marine-debris-aris3k-586.png,0,3,0.8947109580039978,0.9036420583724976,126,345,200,425
marine_marine-debris-aris3k-586.png,1,4,0.7931487560272217,0.7590897083282471,261,167,324,224
marine_marine-debris-aris3k-586.png,2,4,0.4983232319355011,0.7400891780853271,251,159,311,217
marine_marine-debris-aris3k-603.png,0,9,0.8777691721916199,0.7060742378234863,252,238,313,430
marine_marine-debris-aris3k-61.png,0,3,0.8925505876541138,0.7164613604545593,170,302,214,354
marine_marine-debris-aris3k-610.png,0,8,0.8952616453170776,0.43895429372787476,91,201,166,296
marine_marine-debris-aris3k-615.png,0,1,0.900385320186615,0.5635899901390076,114,476,166,530
marine_marine-debris-aris3k-637.png,0,1,0.9013079404830933,0.5104174017906189,113,481,167,534
marine_marine-debris-aris3k-640.png,0,2,0.9170478582382202,0.7671228051185608,214,208,299,293
marine_marine-debris-aris3k-646.png,0,2,0.915725827217102,0.8114576935768127,152,216,233,293
marine_marine-debris-aris3k-646.png,1,6,0.9127543568611145,0.6290585994720459,135,348,208,437
marine_marine-debris-aris3k-661.png,0,3,0.8740699291229248,0.7582311034202576,163,276,206,329
marine_marine-debris-aris3k-662.png,0,2,0.9205071926116943,0.7029189467430115,154,172,235,255
marine_marine-debris-aris3k-675.png,0,6,0.9240602850914001,0.5142279863357544,115,348,188,435
marine_marine-debris-aris3k-675.png,1,2,0.9134605526924133,0.6467409729957581,134,214,219,290
marine_marine-debris-aris3k-682.png,0,6,0.9219715595245361,0.0028905372601002455,113,344,186,432
marine_marine-debris-aris3k-682.png,1,2,0.9119351506233215,0.5593695044517517,130,208,212,289
marine_marine-debris-aris3k-684.png,0,2,0.9028390645980835,0.5922409892082214,181,208,230,300
marine_marine-debris-aris3k-684.png,1,2,0.8884048461914062,0.7892297506332397,117,399,183,507
marine_marine-debris-aris3k-690.png,0,9,0.8861179351806641,0.536669909954071,154,312,212,496
marine_marine-debris-aris3k-694.png,0,8,0.922862708568573,0.6075859665870667,154,240,241,339
marine_marine-debris-aris3k-700.png,0,3,0.8858166337013245,0.5308462381362915,148,280,191,334
marine_marine-debris-aris3k-71.png,0,1,0.909085750579834,0.8432258367538452,203,149,285,217
marine_marine-debris-aris3k-716.png,0,1,0.9176858067512512,0.8906263113021851,200,158,279,226
marine_marine-debris-aris3k-724.png,0,1,0.9202674031257629,0.7228888273239136,194,456,249,525
marine_marine-debris-aris3k-733.png,0,4,0.8548011183738708,0.3895922899246216,287,251,353,314
marine_marine-debris-aris3k-734.png,0,1,0.9180173277854919,0.8183121681213379,206,144,288,213
marine_marine-debris-aris3k-742.png,0,6,0.9178277850151062,0.5399351716041565,112,346,186,433
marine_marine-debris-aris3k-742.png,1,2,0.9122881293296814,0.48707860708236694,129,208,212,291
marine_marine-debris-aris3k-748.png,0,10,0.8696429133415222,0.026350874453783035,175,331,212,500
marine_marine-debris-aris3k-778.png,0,3,0.8791056275367737,0.6995348334312439,157,296,200,348
marine_marine-debris-aris3k-800.png,0,8,0.8106324076652527,0.7090543508529663,51,180,121,238
marine_marine-debris-aris3k-802.png,0,3,0.9110342860221863,0.7416293621063232,148,200,209,277
marine_marine-debris-aris3k-804.png,0,2,0.9189110994338989,0.4626891613006592,133,207,213,290
marine_marine-debris-aris3k-809.png,0,5,0.9128676056861877,0.7941675782203674,204,204,338,345
marine_marine-debris-aris3k-832.png,0,8,0.9117431640625,0.4932217597961426,195,220,277,311
marine_marine-debris-aris3k-846.png,0,1,0.8919497132301331,0.6097750067710876,199,454,254,521
marine_marine-debris-aris3k-847.png,0,1,0.906116783618927,0.8382861614227295,174,276,267,378
marine_marine-debris-aris3k-855.png,0,1,0.9328579902648926,0.6777426600456238,153,254,249,358
marine_marine-debris-aris3k-871.png,0,7,0.9209333658218384,0.8247199058532715,340,111,422,225
marine_marine-debris-aris3k-871.png,1,6,0.8999976515769958,0.8702170848846436,186,188,315,304
marine_marine-debris-aris3k-88.png,0,2,0.9206791520118713,0.625449001789093,179,224,261,305
marine_marine-debris-aris3k-88.png,1,6,0.9188149571418762,0.6750336289405823,154,360,226,445
marine_marine-debris-aris3k-893.png,0,6,0.8986740112304688,0.8896714448928833,189,307,315,425
marine_marine-debris-aris3k-893.png,1,7,0.8863530158996582,0.8945800065994263,104,173,259,269
marine_marine-debris-aris3k-894.png,0,8,0.9228439331054688,0.6212168335914612,186,244,276,342
marine_marine-debris-aris3k-905.png,0,6,0.8886555433273315,0.7912341952323914,297,167,420,271
marine_marine-debris-aris3k-909.png,0,6,0.9312006235122681,0.5910871028900146,120,344,196,433
marine_marine-debris-aris3k-909.png,1,2,0.9199572205543518,0.7076637744903564,143,213,227,289
marine_marine-debris-aris3k-914.png,0,8,0.9194163680076599,0.6174753904342651,143,242,230,338
marine_marine-debris-aris3k-92.png,0,3,0.9064802527427673,0.7610651254653931,151,409,225,494
marine_marine-debris-aris3k-92.png,1,4,0.8942543864250183,0.5418205857276917,270,216,328,279
marine_marine-debris-aris3k-951.png,0,8,0.8934615850448608,0.45789724588394165,78,204,159,298
marine_marine-debris-aris3k-958.png,0,1,0.9110487699508667,0.8519120812416077,120,236,200,303
marine_marine-debris-aris3k-962.png,0,7,0.9097194075584412,0.8203778266906738,102,283,254,382
marine_marine-debris-aris3k-967.png,0,2,0.9126229882240295,0.1837015450000763,202,263,279,356
marine_marine-debris-aris3k-967.png,1,6,0.9059237241744995,0.7937909960746765,197,400,273,499
marine_marine-debris-aris3k-976.png,0,3,0.885036826133728,0.6419533491134644,164,294,207,347
marine_marine-debris-aris3k-98.png,0,2,0.9125677347183228,0.3062618672847748,211,249,285,337
marine_marine-debris-aris3k-98.png,1,6,0.886574923992157,0.6750620007514954,203,393,274,490
marine_marine-debris-aris3k-983.png,0,8,0.9237281084060669,0.6314732432365417,171,242,257,341
marine_marine-debris-aris3k-984.png,0,3,0.8066324591636658,0.6202306151390076,251,344,290,387
marine_marine-debris-aris3k-987.png,0,8,0.907715380191803,0.5726665258407593,144,241,232,339
marine_marine-debris-aris3k-990.png,0,4,0.8416088819503784,0.649608314037323,129,309,287,364
marine_marine-debris-aris3k-992.png,0,4,0.8832977414131165,0.7709169387817383,361,255,410,315
marine_marine-debris-aris3k-992.png,1,4,0.8614444136619568,0.8114688396453857,191,112,258,175
marine_marine-debris-aris3k-994.png,0,7,0.9219532012939453,0.8036690950393677,311,105,393,217
marine_marine-debris-aris3k-994.png,1,6,0.892872154712677,0.8400787711143494,160,184,289,301
mine_sonar83_jpg.rf.d7d3ede15a0476a8184ccc9f645b5955.jpg,0,0,0.7897842526435852,0.731584370136261,172,120,215,166
mine_sonar84_jpg.rf.c868661cca1c14bb308bd928c1d1e54e.jpg,0,0,0.7928656339645386,0.701962947845459,138,110,178,154
mine_sonar85_jpg.rf.3192057ce4556f7bc56671317c50431d.jpg,0,0,0.7810136675834656,0.8183474540710449,215,111,259,167
mine_sonar86_jpg.rf.a7bc6bc21f73e1636afa72a097c8878d.jpg,0,0,0.7808048129081726,0.7771409153938293,170,189,210,229
mine_sonar86_jpg.rf.a7bc6bc21f73e1636afa72a097c8878d.jpg,1,0,0.7580687403678894,0.830609917640686,180,118,222,169
mine_sonar87_jpg.rf.2275a8c6356a68f2cd026074fab0fbf9.jpg,0,0,0.7680427432060242,0.8035202026367188,228,103,269,152
mine_sonar88_jpg.rf.cedf05cfbba72b9bd38de6d126bbbe76.jpg,0,0,0.7796047329902649,0.7289947271347046,135,115,179,162
mine_sonar89_jpg.rf.54de267b1dd46896035a8017f896e8c9.jpg,0,0,0.8187090158462524,0.6796215772628784,251,95,298,149
mine_sonar8_jpg.rf.3efb1cf5aba7c2cefc21f1cab852b8ce.jpg,0,0,0.7937690019607544,0.795460045337677,223,111,267,166
mine_sonar90_jpg.rf.6dc9e1afcd5f9914f03fdbac8afbbab0.jpg,0,0,0.8004449009895325,0.8068257570266724,223,109,267,166
mine_sonar91_jpg.rf.1cc5cf29d0846c05146afe5260759ec2.jpg,0,0,0.7935437560081482,0.7022550106048584,110,115,154,161
mine_sonar92_jpg.rf.20b9433b2d27be0a4842ef5b43d31013.jpg,0,0,0.8059491515159607,0.7204136848449707,176,124,220,170
mine_sonar92_jpg.rf.20b9433b2d27be0a4842ef5b43d31013.jpg,1,0,0.7772075533866882,0.7321330308914185,163,185,207,231
mine_sonar94_jpg.rf.1b9070f4aa154d16825d53bd356771b1.jpg,0,0,0.7985135316848755,0.7632384300231934,225,93,267,141
mine_sonar95_jpg.rf.dc9cc7c34485f915bda19b029373de01.jpg,0,0,0.7661624550819397,0.7914050817489624,128,130,171,174
mine_sonar96_jpg.rf.a271f0c8428cb264f56e1a25e0c3a91b.jpg,0,0,0.7940743565559387,0.7336493134498596,171,131,216,176
mine_sonar97_jpg.rf.0af6e66998559e85188360e72524e548.jpg,0,0,0.8152852058410645,0.777310848236084,238,110,281,163
mine_sonar98_jpg.rf.f96a3b6a5a2599496693839f96359cc9.jpg,0,0,0.7795851230621338,0.7924394011497498,211,125,255,176
mine_sonar99_jpg.rf.42ba912455226b1328983b8a958a69d9.jpg,0,0,0.7872833609580994,0.7758594751358032,188,119,231,167
mine_sonar9_jpg.rf.b7e7154933ddb10f144a7b89327c32a9.jpg,0,0,0.8198089599609375,0.7916385531425476,116,96,161,146
