image,class,confidence,x1,y1,x2,y2
marine_marine-debris-aris3k-1254.png,bottle,0.9139,129.1,404.8,192.4,512.5
marine_marine-debris-aris3k-1254.png,bottle,0.9086,193.1,217.3,240.3,307.0
marine_marine-debris-aris3k-1260.png,drink-carton,0.9022,236.4,251.7,297.9,332.1
marine_marine-debris-aris3k-128.png,chain,0.9026,285.3,462.3,357.9,536.4
marine_marine-debris-aris3k-1284.png,bottle,0.9287,139.2,214.9,223.3,291.0
marine_marine-debris-aris3k-1284.png,tire,0.91,118.5,345.8,194.5,435.2
marine_marine-debris-aris3k-1291.png,chain,0.8752,125.6,332.2,284.9,391.1
marine_marine-debris-aris3k-1292.png,bottle,0.9172,196.4,155.7,281.5,238.4
marine_marine-debris-aris3k-1298.png,drink-carton,0.8957,177.3,296.4,221.7,348.7
marine_marine-debris-aris3k-1299.png,tire,0.9302,123.2,340.6,196.8,426.8
marine_marine-debris-aris3k-1299.png,bottle,0.9196,144.1,201.4,227.7,285.1
marine_marine-debris-aris3k-1312.png,drink-carton,0.8877,156.9,299.0,199.2,349.1
marine_marine-debris-aris3k-1351.png,tire,0.9277,120.1,344.6,195.9,431.5
marine_marine-debris-aris3k-1351.png,bottle,0.9186,140.8,213.3,222.8,290.9
marine_marine-debris-aris3k-1364.png,can,0.9175,127.3,247.1,205.4,314.0
marine_marine-debris-aris3k-1384.png,valve,0.9001,233.4,224.8,312.0,315.7
marine_marine-debris-aris3k-1387.png,drink-carton,0.882,176.1,303.2,218.5,353.9
marine_marine-debris-aris3k-139.png,bottle,0.9139,226.7,210.6,311.4,294.8
marine_marine-debris-aris3k-139.png,tire,0.8443,199.7,353.6,272.3,434.8
marine_marine-debris-aris3k-1394.png,tire,0.9138,233.1,355.2,356.3,474.5
marine_marine-debris-aris3k-1394.png,hook,0.9007,171.6,196.9,316.3,304.8
marine_marine-debris-aris3k-140.png,tire,0.9147,127.9,348.1,200.7,433.9
marine_marine-debris-aris3k-140.png,bottle,0.9108,143.9,213.7,226.7,291.4
marine_marine-debris-aris3k-1401.png,drink-carton,0.8583,116.2,425.4,161.3,469.9
marine_marine-debris-aris3k-1401.png,chain,0.3494,323.3,305.7,376.8,385.1
marine_marine-debris-aris3k-1403.png,bottle,0.9219,173.9,238.4,259.2,319.8
marine_marine-debris-aris3k-1403.png,tire,0.9013,148.9,374.1,223.4,460.9
marine_marine-debris-aris3k-1409.png,can,0.8717,234.7,280.8,318.2,360.4
marine_marine-debris-aris3k-1417.png,bottle,0.9212,207.9,210.8,289.8,295.3
marine_marine-debris-aris3k-142.png,valve,0.9083,113.2,200.0,190.2,293.7
marine_marine-debris-aris3k-1426.png,bottle,0.8667,86.9,195.6,135.7,288.6
marine_marine-debris-aris3k-1426.png,valve,0.8566,221.1,318.9,303.4,415.1
marine_marine-debris-aris3k-1449.png,drink-carton,0.8842,151.0,296.1,195.7,349.4
marine_marine-debris-aris3k-1452.png,bottle,0.9103,117.3,407.3,182.8,514.3
marine_marine-debris-aris3k-1452.png,bottle,0.8893,174.4,216.1,223.1,306.3
marine_marine-debris-aris3k-1460.png,chain,0.7149,322.1,310.8,378.0,386.5
marine_marine-debris-aris3k-1460.png,drink-carton,0.6372,116.8,427.2,163.3,470.3
marine_marine-debris-aris3k-1482.png,shampoo-bottle,0.8769,231.0,175.2,295.5,436.9
marine_marine-debris-aris3k-1485.png,can,0.9088,201.9,151.3,284.7,219.6
marine_marine-debris-aris3k-1486.png,drink-carton,0.887,182.4,297.0,227.1,348.9
marine_marine-debris-aris3k-149.png,chain,0.8812,132.3,302.3,284.7,364.7
marine_marine-debris-aris3k-1491.png,valve,0.9121,216.3,222.6,296.4,315.4
marine_marine-debris-aris3k-1495.png,valve,0.9268,204.4,246.1,291.6,344.4
marine_marine-debris-aris3k-1504.png,drink-carton,0.9109,317.2,387.7,380.6,446.7
marine_marine-debris-aris3k-151.png,bottle,0.8642,125.8,199.2,174.3,287.5
marine_marine-debris-aris3k-151.png,bottle,0.7937,102.0,388.8,158.1,495.6
marine_marine-debris-aris3k-1530.png,drink-carton,0.8875,155.2,279.0,199.6,333.7
marine_marine-debris-aris3k-1538.png,bottle,0.914,200.0,210.3,284.2,295.1
marine_marine-debris-aris3k-1578.png,standing-bottle,0.8569,204.5,262.6,245.9,456.5
marine_marine-debris-aris3k-158.png,drink-carton,0.8999,165.8,301.4,209.0,353.1
marine_marine-debris-aris3k-1596.png,bottle,0.9234,184.0,163.1,265.2,244.6
marine_marine-debris-aris3k-1618.png,drink-carton,0.8239,164.9,326.9,201.6,375.0
marine_marine-debris-aris3k-1624.png,propeller,0.9389,219.9,282.7,348.3,412.7
marine_marine-debris-aris3k-1624.png,hook,0.9249,118.6,93.4,203.3,186.3
marine_marine-debris-aris3k-1631.png,drink-carton,0.8661,162.3,296.1,205.6,347.7
marine_marine-debris-aris3k-1652.png,chain,0.8728,135.1,305.9,278.6,364.4
marine_marine-debris-aris3k-166.png,drink-carton,0.8873,101.5,260.7,173.8,343.1
marine_marine-debris-aris3k-166.png,chain,0.8792,349.1,223.7,410.3,287.6
marine_marine-debris-aris3k-1664.png,can,0.9119,176.7,457.1,231.2,523.6
marine_marine-debris-aris3k-1665.png,can,0.8999,145.9,451.9,199.8,515.6
marine_marine-debris-aris3k-1670.png,can,0.897,113.5,478.8,167.3,532.3
marine_marine-debris-aris3k-1680.png,hook,0.9268,135.8,81.6,220.2,182.2
marine_marine-debris-aris3k-1680.png,propeller,0.9106,241.8,281.9,361.8,399.9
marine_marine-debris-aris3k-1696.png,can,0.926,151.1,255.1,249.6,360.8
marine_marine-debris-aris3k-1698.png,can,0.9188,199.7,160.7,284.3,243.9
marine_marine-debris-aris3k-1699.png,drink-carton,0.8981,168.1,210.0,228.5,285.3
marine_marine-debris-aris3k-1700.png,drink-carton,0.9073,181.5,295.8,225.7,348.6
marine_marine-debris-aris3k-1707.png,drink-carton,0.8245,241.4,343.1,279.5,383.3
marine_marine-debris-aris3k-1727.png,chain,0.9432,130.0,319.8,359.3,469.0
marine_marine-debris-aris3k-1733.png,bottle,0.9301,140.0,214.8,225.2,290.4
marine_marine-debris-aris3k-1733.png,tire,0.925,120.2,346.1,195.2,435.3
marine_marine-debris-aris3k-1737.png,can,0.8943,146.4,450.9,200.4,515.6
marine_marine-debris-aris3k-1771.png,can,0.8644,103.9,448.3,148.5,494.4
marine_marine-debris-aris3k-1776.png,can,0.921,219.0,117.7,301.6,184.5
marine_marine-debris-aris3k-1777.png,can,0.9219,222.4,240.2,306.7,327.3
marine_marine-debris-aris3k-1788.png,valve,0.8963,228.0,227.5,307.6,318.6
marine_marine-debris-aris3k-1825.png,tire,0.9292,121.9,347.0,196.0,433.9
marine_marine-debris-aris3k-1825.png,bottle,0.91,139.3,215.4,217.8,291.4
marine_marine-debris-aris3k-1833.png,tire,0.9063,233.5,345.4,357.0,469.6
marine_marine-debris-aris3k-1833.png,hook,0.8996,171.6,193.8,317.4,303.9
marine_marine-debris-aris3k-1843.png,drink-carton,0.885,167.6,294.3,212.3,346.8
marine_marine-debris-aris3k-1844.png,shampoo-bottle,0.9034,193.9,296.1,254.2,494.7
marine_marine-debris-aris3k-185.png,can,0.8964,116.2,481.0,168.0,534.8
marine_marine-debris-aris3k-1860.png,can,0.918,142.8,218.6,222.3,286.2
marine_marine-debris-aris3k-226.png,drink-carton,0.9106,182.8,388.8,253.6,454.4
marine_marine-debris-aris3k-237.png,propeller,0.9177,205.0,193.2,340.2,331.9
marine_marine-debris-aris3k-248.png,shampoo-bottle,0.9122,176.9,302.0,237.5,487.0
marine_marine-debris-aris3k-256.png,bottle,0.9121,189.4,268.1,265.5,361.1
marine_marine-debris-aris3k-256.png,tire,0.9078,184.7,406.4,261.8,506.0
marine_marine-debris-aris3k-292.png,tire,0.9381,121.7,344.1,197.8,433.1
marine_marine-debris-aris3k-292.png,bottle,0.9242,143.4,214.3,226.6,290.2
marine_marine-debris-aris3k-300.png,valve,0.8996,110.5,241.6,191.1,342.4
marine_marine-debris-aris3k-305.png,bottle,0.9165,163.8,199.9,246.5,284.5
marine_marine-debris-aris3k-305.png,tire,0.5992,142.2,342.9,216.5,425.5
marine_marine-debris-aris3k-306.png,chain,0.9082,278.6,217.4,337.0,276.7
marine_marine-debris-aris3k-306.png,drink-carton,0.897,146.3,400.0,220.1,485.3
marine_marine-debris-aris3k-31.png,propeller,0.8988,149.2,367.0,216.6,466.6
marine_marine-debris-aris3k-321.png,drink-carton,0.8902,181.3,296.5,225.3,349.0
marine_marine-debris-aris3k-334.png,hook,0.8957,127.8,185.2,274.3,283.7
marine_marine-debris-aris3k-334.png,tire,0.8939,202.4,312.1,326.2,436.3
marine_marine-debris-aris3k-337.png,tire,0.9095,143.7,349.0,217.9,437.4
marine_marine-debris-aris3k-337.png,bottle,0.9084,167.6,215.0,247.8,294.4
marine_marine-debris-aris3k-343.png,valve,0.9116,137.9,241.3,226.2,340.0
marine_marine-debris-aris3k-351.png,can,0.9113,175.2,280.2,266.8,379.9
marine_marine-debris-aris3k-362.png,drink-carton,0.8632,175.6,274.8,219.7,329.2
marine_marine-debris-aris3k-381.png,bottle,0.8987,143.6,283.2,221.0,376.3
marine_marine-debris-aris3k-381.png,tire,0.8982,157.9,425.4,230.8,522.3
marine_marine-debris-aris3k-393.png,propeller,0.9051,167.8,363.4,235.5,462.8
marine_marine-debris-aris3k-395.png,bottle,0.9088,148.9,282.4,224.4,376.2
marine_marine-debris-aris3k-395.png,tire,0.9031,159.3,424.3,234.0,523.2
marine_marine-debris-aris3k-402.png,drink-carton,0.8813,164.1,295.1,208.3,349.2
marine_marine-debris-aris3k-405.png,chain,0.8671,180.9,275.0,241.3,335.0
marine_marine-debris-aris3k-415.png,valve,0.8852,79.7,168.2,172.1,259.8
marine_marine-debris-aris3k-416.png,drink-carton,0.8801,155.4,295.7,198.6,348.6
marine_marine-debris-aris3k-426.png,valve,0.8896,49.7,180.6,125.3,240.0
marine_marine-debris-aris3k-43.png,can,0.9183,121.6,234.7,201.8,303.2
marine_marine-debris-aris3k-44.png,shampoo-bottle,0.9047,235.9,231.1,303.1,426.1
marine_marine-debris-aris3k-457.png,drink-carton,0.9122,220.3,241.9,283.6,320.1
marine_marine-debris-aris3k-474.png,tire,0.9135,252.3,204.5,379.1,310.3
marine_marine-debris-aris3k-476.png,can,0.922,121.8,234.4,200.7,301.4
marine_marine-debris-aris3k-488.png,valve,0.902,70.3,208.0,147.9,300.1
marine_marine-debris-aris3k-489.png,drink-carton,0.891,315.5,386.5,380.0,446.1
marine_marine-debris-aris3k-496.png,hook,0.9039,99.0,225.1,270.1,316.9
marine_marine-debris-aris3k-497.png,tire,0.91,276.8,182.1,404.0,287.1
marine_marine-debris-aris3k-501.png,hook,0.9041,171.9,194.3,314.3,300.8
marine_marine-debris-aris3k-501.png,tire,0.9041,232.2,343.6,356.4,468.4
marine_marine-debris-aris3k-511.png,tire,0.9271,119.3,344.8,195.6,433.7
marine_marine-debris-aris3k-511.png,bottle,0.9262,142.6,214.5,226.7,289.5
marine_marine-debris-aris3k-514.png,bottle,0.9043,122.2,405.5,189.9,513.6
marine_marine-debris-aris3k-514.png,bottle,0.9031,185.3,215.8,234.3,306.4
marine_marine-debris-aris3k-525.png,valve,0.9007,252.3,211.1,322.9,302.9
marine_marine-debris-aris3k-536.png,drink-carton,0.9027,146.3,198.8,206.6,274.5
marine_marine-debris-aris3k-552.png,tire,0.9311,119.8,346.0,196.1,433.4
marine_marine-debris-aris3k-552.png,bottle,0.9259,142.2,213.8,226.3,289.8
marine_marine-debris-aris3k-564.png,standing-bottle,0.9022,211.4,267.6,253.7,460.8
marine_marine-debris-aris3k-571.png,drink-carton,0.8985,149.3,401.2,221.0,486.6
marine_marine-debris-aris3k-571.png,chain,0.7852,270.1,213.2,329.9,270.0
marine_marine-debris-aris3k-574.png,can,0.8953,172.4,99.3,254.3,180.7
marine_marine-debris-aris3k-577.png,chain,0.9021,283.3,417.6,338.1,486.0
marine_marine-debris-aris3k-58.png,bottle,0.9156,141.5,180.5,223.7,259.1
marine_marine-debris-aris3k-586.png,drink-carton,0.8947,126.1,345.2,200.4,425.9
marine_marine-debris-aris3k-586.png,chain,0.7931,261.1,167.2,324.1,224.6
marine_marine-debris-aris3k-603.png,shampoo-bottle,0.8778,252.5,238.1,313.3,430.2
marine_marine-debris-aris3k-61.png,drink-carton,0.8926,170.7,302.7,214.0,354.8
marine_marine-debris-aris3k-610.png,valve,0.8953,91.3,201.9,166.6,296.5
marine_marine-debris-aris3k-615.png,can,0.9004,114.4,476.9,166.5,530.6
marine_marine-debris-aris3k-637.png,can,0.9013,113.5,481.4,167.2,535.0
marine_marine-debris-aris3k-640.png,bottle,0.917,214.2,208.1,299.0,293.3
marine_marine-debris-aris3k-646.png,bottle,0.9157,153.0,216.5,233.9,293.0
marine_marine-debris-aris3k-646.png,tire,0.9128,135.5,348.9,208.9,437.2
marine_marine-debris-aris3k-661.png,drink-carton,0.8741,163.7,276.8,206.6,330.0
marine_marine-debris-aris3k-662.png,bottle,0.9205,154.6,172.5,235.7,256.0
marine_marine-debris-aris3k-675.png,tire,0.9241,115.0,348.1,188.9,435.3
marine_marine-debris-aris3k-675.png,bottle,0.9135,134.3,214.5,219.3,290.5
marine_marine-debris-aris3k-682.png,tire,0.922,113.4,344.9,186.8,432.7
marine_marine-debris-aris3k-682.png,bottle,0.9119,130.0,208.7,212.5,289.4
marine_marine-debris-aris3k-684.png,bottle,0.9028,181.6,208.4,230.9,300.7
marine_marine-debris-aris3k-684.png,bottle,0.8884,117.6,399.1,183.1,507.6
marine_marine-debris-aris3k-690.png,shampoo-bottle,0.8861,154.2,312.6,212.3,496.6
marine_marine-debris-aris3k-694.png,valve,0.9229,154.3,241.0,241.3,339.2
marine_marine-debris-aris3k-700.png,drink-carton,0.8858,148.0,280.8,191.5,334.1
marine_marine-debris-aris3k-71.png,can,0.9091,203.4,149.1,285.7,217.7
marine_marine-debris-aris3k-716.png,can,0.9177,200.4,158.4,279.7,226.9
marine_marine-debris-aris3k-724.png,can,0.9203,194.4,457.0,249.1,525.6
marine_marine-debris-aris3k-733.png,chain,0.8548,287.8,251.9,353.6,314.3
marine_marine-debris-aris3k-734.png,can,0.918,206.5,144.0,288.2,213.3
marine_marine-debris-aris3k-742.png,tire,0.9178,112.2,346.1,186.9,433.8
marine_marine-debris-aris3k-742.png,bottle,0.9123,129.0,208.8,212.0,291.6
marine_marine-debris-aris3k-748.png,standing-bottle,0.8696,176.0,331.1,212.8,501.0
marine_marine-debris-aris3k-778.png,drink-carton,0.8791,157.7,296.6,200.4,348.6
marine_marine-debris-aris3k-800.png,valve,0.8106,51.2,180.5,121.1,238.4
marine_marine-debris-aris3k-802.png,drink-carton,0.911,148.0,200.4,209.7,277.1
marine_marine-debris-aris3k-804.png,bottle,0.9189,133.1,207.8,213.1,290.1
marine_marine-debris-aris3k-809.png,propeller,0.9129,204.5,205.0,338.1,345.5
marine_marine-debris-aris3k-832.png,valve,0.9117,195.9,220.4,277.1,312.0
marine_marine-debris-aris3k-846.png,can,0.8919,199.8,454.2,254.1,521.8
marine_marine-debris-aris3k-847.png,can,0.9061,174.9,276.6,267.2,378.2
marine_marine-debris-aris3k-855.png,can,0.9329,153.5,254.4,249.5,358.7
marine_marine-debris-aris3k-871.png,hook,0.9209,340.3,111.0,422.8,225.1
marine_marine-debris-aris3k-871.png,tire,0.9,186.3,188.6,315.5,304.7
marine_marine-debris-aris3k-88.png,bottle,0.9207,179.5,224.5,261.8,305.6
marine_marine-debris-aris3k-88.png,tire,0.9188,154.5,360.1,226.1,445.7
marine_marine-debris-aris3k-893.png,tire,0.8987,189.2,307.2,315.1,425.8
marine_marine-debris-aris3k-893.png,hook,0.8864,104.6,173.1,259.6,269.9
marine_marine-debris-aris3k-894.png,valve,0.9228,186.4,244.8,276.0,342.9
marine_marine-debris-aris3k-905.png,tire,0.8887,297.7,167.1,420.8,271.3
marine_marine-debris-aris3k-909.png,tire,0.9312,120.7,344.1,196.5,433.5
marine_marine-debris-aris3k-909.png,bottle,0.92,143.1,213.5,227.1,290.0
marine_marine-debris-aris3k-914.png,valve,0.9194,143.2,242.1,230.8,338.8
marine_marine-debris-aris3k-92.png,drink-carton,0.9065,151.4,410.0,225.7,494.5
marine_marine-debris-aris3k-92.png,chain,0.8943,270.0,216.3,328.1,279.7
marine_marine-debris-aris3k-951.png,valve,0.8935,78.1,204.5,159.5,298.9
marine_marine-debris-aris3k-958.png,can,0.911,120.4,236.4,200.8,303.7
marine_marine-debris-aris3k-962.png,hook,0.9097,102.1,283.4,254.7,382.9
marine_marine-debris-aris3k-967.png,bottle,0.9126,202.0,263.1,279.4,356.8
marine_marine-debris-aris3k-967.png,tire,0.9059,197.0,400.8,273.3,499.4
marine_marine-debris-aris3k-976.png,drink-carton,0.885,164.1,294.9,207.7,347.8
marine_marine-debris-aris3k-98.png,bottle,0.9126,211.6,249.2,285.4,337.6
marine_marine-debris-aris3k-98.png,tire,0.8866,203.2,393.9,274.9,490.2
marine_marine-debris-aris3k-983.png,valve,0.9237,171.8,242.2,257.9,341.8
marine_marine-debris-aris3k-984.png,drink-carton,0.8066,251.7,344.6,290.2,387.2
marine_marine-debris-aris3k-987.png,valve,0.9077,144.5,242.0,232.2,339.4
marine_marine-debris-aris3k-990.png,chain,0.8416,129.1,309.6,287.6,364.9
marine_marine-debris-aris3k-992.png,chain,0.8833,361.2,255.4,410.3,315.2
marine_marine-debris-aris3k-992.png,chain,0.8614,191.8,112.5,258.1,175.6
marine_marine-debris-aris3k-994.png,hook,0.922,311.2,105.9,393.6,217.9
marine_marine-debris-aris3k-994.png,tire,0.8929,160.3,184.7,289.1,301.6
mine_sonar83_jpg.rf.d7d3ede15a0476a8184ccc9f645b5955.jpg,mine,0.7898,172.4,120.4,215.3,166.6
mine_sonar84_jpg.rf.c868661cca1c14bb308bd928c1d1e54e.jpg,mine,0.7929,138.6,110.7,178.8,154.4
mine_sonar85_jpg.rf.3192057ce4556f7bc56671317c50431d.jpg,mine,0.781,215.9,112.0,259.8,167.9
mine_sonar86_jpg.rf.a7bc6bc21f73e1636afa72a097c8878d.jpg,mine,0.7808,170.6,189.8,210.4,229.2
mine_sonar86_jpg.rf.a7bc6bc21f73e1636afa72a097c8878d.jpg,mine,0.7581,180.3,118.7,222.8,169.4
mine_sonar87_jpg.rf.2275a8c6356a68f2cd026074fab0fbf9.jpg,mine,0.768,228.2,103.6,269.8,152.9
mine_sonar88_jpg.rf.cedf05cfbba72b9bd38de6d126bbbe76.jpg,mine,0.7796,135.3,115.0,179.9,162.5
mine_sonar89_jpg.rf.54de267b1dd46896035a8017f896e8c9.jpg,mine,0.8187,251.6,95.9,298.2,149.0
mine_sonar8_jpg.rf.3efb1cf5aba7c2cefc21f1cab852b8ce.jpg,mine,0.7938,223.5,111.7,267.9,166.9
mine_sonar90_jpg.rf.6dc9e1afcd5f9914f03fdbac8afbbab0.jpg,mine,0.8004,223.8,109.9,268.0,166.1
mine_sonar91_jpg.rf.1cc5cf29d0846c05146afe5260759ec2.jpg,mine,0.7935,110.9,115.0,154.2,161.8
mine_sonar92_jpg.rf.20b9433b2d27be0a4842ef5b43d31013.jpg,mine,0.8059,176.0,124.5,220.8,170.1
mine_sonar92_jpg.rf.20b9433b2d27be0a4842ef5b43d31013.jpg,mine,0.7772,164.0,185.9,207.7,231.2
mine_sonar94_jpg.rf.1b9070f4aa154d16825d53bd356771b1.jpg,mine,0.7985,225.5,93.7,267.7,142.0
mine_sonar95_jpg.rf.dc9cc7c34485f915bda19b029373de01.jpg,mine,0.7662,128.8,130.5,171.9,174.5
mine_sonar96_jpg.rf.a271f0c8428cb264f56e1a25e0c3a91b.jpg,mine,0.7941,171.4,131.3,216.8,176.1
mine_sonar97_jpg.rf.0af6e66998559e85188360e72524e548.jpg,mine,0.8153,238.5,110.7,281.3,163.5
mine_sonar98_jpg.rf.f96a3b6a5a2599496693839f96359cc9.jpg,mine,0.7796,211.0,125.8,255.9,176.7
mine_sonar99_jpg.rf.42ba912455226b1328983b8a958a69d9.jpg,mine,0.7873,188.2,119.2,231.6,167.1
mine_sonar9_jpg.rf.b7e7154933ddb10f144a7b89327c32a9.jpg,mine,0.8198,116.2,97.0,161.3,146.5
