image,class,confidence,x1,y1,x2,y2
marine_marine-debris-aris3k-1788.png,valve,0.9225,226.0,227.0,307.5,317.4
marine_marine-debris-aris3k-1825.png,tire,0.9242,121.8,346.4,196.9,433.0
marine_marine-debris-aris3k-1825.png,bottle,0.9001,139.4,212.4,222.2,291.9
marine_marine-debris-aris3k-1833.png,tire,0.9309,232.2,342.1,359.4,466.6
marine_marine-debris-aris3k-1833.png,hook,0.9262,171.3,196.6,317.1,300.0
marine_marine-debris-aris3k-1843.png,drink-carton,0.8673,168.2,294.6,212.8,346.2
marine_marine-debris-aris3k-1844.png,shampoo-bottle,0.9127,193.1,291.1,251.3,493.6
marine_marine-debris-aris3k-185.png,can,0.8809,118.3,483.3,168.0,533.9
marine_marine-debris-aris3k-1860.png,can,0.9173,143.7,218.3,222.4,286.9
marine_marine-debris-aris3k-226.png,drink-carton,0.8856,184.2,391.9,251.6,454.9
marine_marine-debris-aris3k-237.png,propeller,0.9299,205.9,193.6,339.2,330.5
marine_marine-debris-aris3k-248.png,shampoo-bottle,0.9245,180.2,300.6,235.5,485.3
marine_marine-debris-aris3k-256.png,tire,0.9322,184.5,404.8,262.7,507.4
marine_marine-debris-aris3k-256.png,bottle,0.9006,189.7,266.8,265.7,359.9
marine_marine-debris-aris3k-292.png,tire,0.9258,121.4,344.5,197.5,433.9
marine_marine-debris-aris3k-292.png,bottle,0.917,142.7,214.1,225.9,291.5
marine_marine-debris-aris3k-300.png,valve,0.9107,108.5,241.9,192.2,344.7
marine_marine-debris-aris3k-305.png,bottle,0.9069,162.0,199.9,246.1,285.3
marine_marine-debris-aris3k-305.png,tire,0.4799,142.9,338.9,216.3,420.7
marine_marine-debris-aris3k-306.png,drink-carton,0.8898,146.1,405.7,217.8,486.2
marine_marine-debris-aris3k-306.png,chain,0.8237,281.1,213.9,339.7,275.5
marine_marine-debris-aris3k-31.png,propeller,0.8838,147.5,368.1,215.2,469.0
marine_marine-debris-aris3k-321.png,drink-carton,0.9301,182.0,296.7,227.2,349.6
marine_marine-debris-aris3k-334.png,hook,0.9245,129.8,184.5,277.7,279.9
marine_marine-debris-aris3k-334.png,tire,0.9199,198.2,307.4,329.4,437.2
marine_marine-debris-aris3k-337.png,bottle,0.9252,171.5,216.0,253.0,293.9
marine_marine-debris-aris3k-337.png,tire,0.9247,143.3,347.5,217.8,435.9
marine_marine-debris-aris3k-343.png,valve,0.913,139.4,241.8,227.8,338.8
marine_marine-debris-aris3k-351.png,can,0.912,177.4,277.2,271.7,380.3
marine_marine-debris-aris3k-362.png,drink-carton,0.9247,173.4,275.9,218.3,329.5
marine_marine-debris-aris3k-381.png,tire,0.9335,158.1,423.8,233.1,523.1
marine_marine-debris-aris3k-381.png,bottle,0.8633,141.5,283.8,218.7,375.5
marine_marine-debris-aris3k-393.png,propeller,0.9113,168.5,363.6,236.2,461.5
marine_marine-debris-aris3k-395.png,tire,0.934,156.0,423.4,233.9,523.0
marine_marine-debris-aris3k-395.png,bottle,0.8606,146.8,283.2,220.0,376.7
marine_marine-debris-aris3k-402.png,drink-carton,0.8617,165.5,295.7,209.8,348.0
marine_marine-debris-aris3k-405.png,chain,0.841,181.2,275.6,247.2,339.8
marine_marine-debris-aris3k-415.png,valve,0.9151,80.9,166.9,171.0,259.6
marine_marine-debris-aris3k-416.png,drink-carton,0.8689,152.6,296.8,198.0,349.1
marine_marine-debris-aris3k-426.png,valve,0.9084,49.3,182.2,124.0,239.1
marine_marine-debris-aris3k-43.png,can,0.9201,122.1,234.0,202.8,302.8
marine_marine-debris-aris3k-44.png,shampoo-bottle,0.8703,240.1,228.2,299.0,429.7
marine_marine-debris-aris3k-457.png,drink-carton,0.8741,221.7,240.1,282.2,317.0
marine_marine-debris-aris3k-474.png,tire,0.928,252.8,205.0,378.3,311.2
marine_marine-debris-aris3k-476.png,can,0.927,123.1,233.8,202.3,300.2
marine_marine-debris-aris3k-488.png,valve,0.9096,68.5,208.1,146.5,298.7
marine_marine-debris-aris3k-489.png,drink-carton,0.9191,317.1,386.9,379.9,445.3
marine_marine-debris-aris3k-496.png,hook,0.9076,103.6,227.7,271.5,316.7
marine_marine-debris-aris3k-497.png,tire,0.9246,276.9,183.6,401.8,287.0
marine_marine-debris-aris3k-501.png,tire,0.9364,230.2,344.0,358.0,465.6
marine_marine-debris-aris3k-501.png,hook,0.9284,172.3,195.8,315.0,298.7
marine_marine-debris-aris3k-511.png,tire,0.9275,120.4,345.5,196.3,434.6
marine_marine-debris-aris3k-511.png,bottle,0.9148,144.5,210.7,227.4,290.3
marine_marine-debris-aris3k-514.png,bottle,0.9104,124.7,406.5,190.4,509.5
marine_marine-debris-aris3k-514.png,bottle,0.9093,184.1,213.9,234.6,308.5
marine_marine-debris-aris3k-525.png,valve,0.911,251.6,214.8,326.0,302.9
marine_marine-debris-aris3k-536.png,drink-carton,0.8879,144.3,197.7,206.0,273.0
marine_marine-debris-aris3k-552.png,tire,0.9267,120.9,346.3,195.9,434.3
marine_marine-debris-aris3k-552.png,bottle,0.9191,142.5,211.9,226.3,290.8
marine_marine-debris-aris3k-564.png,standing-bottle,0.919,210.5,265.0,253.7,459.2
marine_marine-debris-aris3k-571.png,drink-carton,0.9003,150.2,402.0,222.7,489.9
marine_marine-debris-aris3k-571.png,chain,0.6996,272.3,213.9,330.4,272.8
marine_marine-debris-aris3k-574.png,can,0.8984,171.9,96.5,258.1,181.3
marine_marine-debris-aris3k-577.png,chain,0.95,285.1,419.3,343.0,488.7
marine_marine-debris-aris3k-58.png,bottle,0.9442,139.5,181.3,219.0,259.7
marine_marine-debris-aris3k-586.png,drink-carton,0.8472,126.8,346.1,199.4,427.6
marine_marine-debris-aris3k-586.png,chain,0.7993,248.8,150.3,310.3,210.2
marine_marine-debris-aris3k-586.png,chain,0.2878,262.0,165.9,320.7,226.9
marine_marine-debris-aris3k-603.png,shampoo-bottle,0.8403,256.5,232.0,311.9,435.3
marine_marine-debris-aris3k-61.png,drink-carton,0.8789,172.4,302.0,215.3,353.9
marine_marine-debris-aris3k-610.png,valve,0.9223,90.7,205.5,165.6,295.3
marine_marine-debris-aris3k-615.png,can,0.9482,114.7,478.2,166.9,529.4
marine_marine-debris-aris3k-637.png,can,0.9732,114.0,481.5,164.5,532.7
marine_marine-debris-aris3k-640.png,bottle,0.9342,217.1,208.7,299.3,292.3
marine_marine-debris-aris3k-646.png,tire,0.9316,131.9,345.4,209.4,435.5
marine_marine-debris-aris3k-646.png,bottle,0.9012,153.6,215.0,233.9,292.7
marine_marine-debris-aris3k-661.png,drink-carton,0.883,162.9,277.2,205.9,330.0
marine_marine-debris-aris3k-662.png,bottle,0.9384,154.9,173.7,235.2,256.0
marine_marine-debris-aris3k-675.png,tire,0.9307,114.4,347.9,190.2,435.1
marine_marine-debris-aris3k-675.png,bottle,0.9141,134.9,213.2,218.5,290.4
marine_marine-debris-aris3k-682.png,bottle,0.9423,131.4,207.5,213.4,289.8
marine_marine-debris-aris3k-682.png,tire,0.9378,112.6,342.6,187.3,432.3
marine_marine-debris-aris3k-684.png,bottle,0.9233,117.0,399.3,181.6,506.6
marine_marine-debris-aris3k-684.png,bottle,0.8905,178.7,208.4,229.9,300.5
marine_marine-debris-aris3k-690.png,shampoo-bottle,0.8886,155.6,307.6,211.5,487.3
marine_marine-debris-aris3k-694.png,valve,0.9254,155.3,239.6,240.0,337.5
marine_marine-debris-aris3k-700.png,drink-carton,0.8625,147.4,281.6,191.6,333.5
marine_marine-debris-aris3k-71.png,can,0.9243,206.5,150.2,285.6,217.3
marine_marine-debris-aris3k-716.png,can,0.9251,200.6,159.1,280.9,226.6
marine_marine-debris-aris3k-724.png,can,0.9109,195.7,457.0,249.6,523.9
marine_marine-debris-aris3k-733.png,chain,0.751,289.3,252.6,351.6,314.0
marine_marine-debris-aris3k-734.png,can,0.9356,208.0,146.3,288.3,213.6
marine_marine-debris-aris3k-742.png,bottle,0.9488,131.8,208.7,213.4,291.2
marine_marine-debris-aris3k-742.png,tire,0.9334,111.7,344.2,187.6,433.0
marine_marine-debris-aris3k-748.png,standing-bottle,0.8701,175.9,329.7,214.3,501.5
marine_marine-debris-aris3k-778.png,drink-carton,0.8478,158.5,297.7,200.6,348.3
marine_marine-debris-aris3k-800.png,valve,0.8407,47.3,181.4,114.7,237.9
marine_marine-debris-aris3k-802.png,drink-carton,0.8986,149.7,200.4,211.7,278.6
marine_marine-debris-aris3k-804.png,bottle,0.9283,132.7,208.1,213.3,289.7
marine_marine-debris-aris3k-809.png,propeller,0.9237,204.2,208.4,338.4,344.2
marine_marine-debris-aris3k-832.png,valve,0.905,196.1,221.1,278.2,309.4
marine_marine-debris-aris3k-846.png,can,0.9236,200.2,452.7,253.8,521.9
marine_marine-debris-aris3k-847.png,can,0.9187,177.5,277.0,272.0,379.5
marine_marine-debris-aris3k-855.png,can,0.9186,155.2,251.9,248.3,357.5
marine_marine-debris-aris3k-871.png,tire,0.9321,187.1,190.4,314.9,306.3
marine_marine-debris-aris3k-871.png,hook,0.9157,342.1,111.6,422.3,222.8
marine_marine-debris-aris3k-88.png,tire,0.9373,153.7,358.4,227.0,446.2
marine_marine-debris-aris3k-88.png,bottle,0.918,178.7,225.7,262.7,304.6
marine_marine-debris-aris3k-893.png,tire,0.9185,189.8,304.5,318.3,427.8
marine_marine-debris-aris3k-893.png,hook,0.9001,109.0,173.5,264.5,267.5
marine_marine-debris-aris3k-894.png,valve,0.9113,189.2,244.3,275.6,341.2
marine_marine-debris-aris3k-905.png,tire,0.9331,294.6,168.0,417.9,273.0
marine_marine-debris-aris3k-909.png,tire,0.9302,121.5,345.1,197.3,432.8
marine_marine-debris-aris3k-909.png,bottle,0.9143,141.3,211.3,226.4,290.9
marine_marine-debris-aris3k-914.png,valve,0.9245,144.3,240.9,230.1,337.9
marine_marine-debris-aris3k-92.png,drink-carton,0.9222,151.8,408.8,226.3,494.0
marine_marine-debris-aris3k-92.png,chain,0.9091,269.0,221.0,326.9,280.7
marine_marine-debris-aris3k-951.png,valve,0.9273,79.9,206.2,156.9,297.3
marine_marine-debris-aris3k-958.png,can,0.9258,122.8,235.3,202.0,302.4
marine_marine-debris-aris3k-962.png,hook,0.9299,103.3,287.1,252.0,381.3
marine_marine-debris-aris3k-967.png,tire,0.9339,196.9,401.4,274.5,498.4
marine_marine-debris-aris3k-967.png,bottle,0.9008,205.5,259.4,280.8,352.4
marine_marine-debris-aris3k-976.png,drink-carton,0.8895,164.7,296.1,208.5,348.6
marine_marine-debris-aris3k-98.png,tire,0.933,205.5,390.7,276.9,490.1
marine_marine-debris-aris3k-98.png,bottle,0.9029,210.2,247.8,286.1,335.6
marine_marine-debris-aris3k-983.png,valve,0.9248,170.7,241.5,259.8,339.9
marine_marine-debris-aris3k-984.png,drink-carton,0.8365,249.3,342.8,288.9,386.8
marine_marine-debris-aris3k-987.png,valve,0.9184,147.3,241.5,232.1,337.3
marine_marine-debris-aris3k-990.png,chain,0.911,132.7,303.6,288.2,363.9
marine_marine-debris-aris3k-992.png,chain,0.8823,363.2,253.8,412.7,314.7
marine_marine-debris-aris3k-992.png,chain,0.5959,195.5,115.3,262.4,178.8
marine_marine-debris-aris3k-994.png,tire,0.9272,163.4,184.1,290.6,302.2
marine_marine-debris-aris3k-994.png,hook,0.9159,310.9,104.5,393.0,216.3
mine_sonar83_jpg.rf.d7d3ede15a0476a8184ccc9f645b5955.jpg,mine,0.8149,174.1,120.3,215.1,165.2
mine_sonar84_jpg.rf.c868661cca1c14bb308bd928c1d1e54e.jpg,mine,0.7871,139.4,111.1,178.1,153.9
mine_sonar85_jpg.rf.3192057ce4556f7bc56671317c50431d.jpg,mine,0.7627,216.6,110.7,258.9,165.3
mine_sonar86_jpg.rf.a7bc6bc21f73e1636afa72a097c8878d.jpg,mine,0.8058,182.5,123.8,222.2,167.0
mine_sonar86_jpg.rf.a7bc6bc21f73e1636afa72a097c8878d.jpg,mine,0.7325,170.3,187.6,209.9,229.0
mine_sonar87_jpg.rf.2275a8c6356a68f2cd026074fab0fbf9.jpg,mine,0.7953,228.3,101.1,272.1,153.8
mine_sonar88_jpg.rf.cedf05cfbba72b9bd38de6d126bbbe76.jpg,mine,0.7479,136.3,113.0,180.1,160.7
mine_sonar89_jpg.rf.54de267b1dd46896035a8017f896e8c9.jpg,mine,0.8453,253.4,97.9,295.8,148.3
mine_sonar8_jpg.rf.3efb1cf5aba7c2cefc21f1cab852b8ce.jpg,mine,0.822,224.3,109.8,266.8,168.1
mine_sonar90_jpg.rf.6dc9e1afcd5f9914f03fdbac8afbbab0.jpg,mine,0.7968,224.2,108.9,267.8,167.9
mine_sonar91_jpg.rf.1cc5cf29d0846c05146afe5260759ec2.jpg,mine,0.7374,109.8,116.6,153.0,162.3
mine_sonar92_jpg.rf.20b9433b2d27be0a4842ef5b43d31013.jpg,mine,0.8003,178.0,127.3,218.7,168.0
mine_sonar92_jpg.rf.20b9433b2d27be0a4842ef5b43d31013.jpg,mine,0.7605,165.2,188.5,205.4,229.2
mine_sonar94_jpg.rf.1b9070f4aa154d16825d53bd356771b1.jpg,mine,0.8161,226.4,95.4,267.8,142.4
mine_sonar95_jpg.rf.dc9cc7c34485f915bda19b029373de01.jpg,mine,0.7781,127.6,116.3,173.6,174.9
mine_sonar96_jpg.rf.a271f0c8428cb264f56e1a25e0c3a91b.jpg,mine,0.7818,174.3,130.8,215.2,175.0
mine_sonar97_jpg.rf.0af6e66998559e85188360e72524e548.jpg,mine,0.824,238.6,109.2,284.6,165.6
mine_sonar98_jpg.rf.f96a3b6a5a2599496693839f96359cc9.jpg,mine,0.7285,211.6,118.3,255.8,176.9
mine_sonar99_jpg.rf.42ba912455226b1328983b8a958a69d9.jpg,mine,0.7116,189.2,120.7,231.2,165.5
mine_sonar9_jpg.rf.b7e7154933ddb10f144a7b89327c32a9.jpg,mine,0.7784,116.0,100.9,159.2,147.3
