2026-08-01 07:55:45 | INFO | === Pseudo-GT Mask Generation: yolov11_s_samhq ===
2026-08-01 07:55:45 | INFO | YOLO weights : /mnt/DATA/EE25M305/Sonar_Vision/run/train/sonar_yolov11_s/weights/best.pt
2026-08-01 07:55:45 | INFO | SAM-HQ ckpt  : /mnt/DATA/EE25M305/Sonar_Vision/sam-hq/checkpoints/sam_hq_vit_l.pth  (type=vit_l)
2026-08-01 07:55:45 | INFO | Source       : /mnt/DATA/EE25M305/Sonar_Vision/Sonar_Dataset/images/test
2026-08-01 07:55:45 | INFO | conf=0.2  iou=0.45  imgsz=640  device=cuda  save_polygons=True
2026-08-01 07:55:45 | INFO | YOLO loaded. Classes: {0: 'mine', 1: 'can', 2: 'bottle', 3: 'drink-carton', 4: 'chain', 5: 'propeller', 6: 'tire', 7: 'hook', 8: 'valve', 9: 'shampoo-bottle', 10: 'standing-bottle'}
2026-08-01 07:55:50 | INFO | SAM-HQ loaded.
2026-08-01 07:55:50 | INFO | Found 206 test images.
2026-08-01 07:55:56 | INFO | [12/206] marine_marine-debris-aris3k-1119.png -> 1 instance(s) | 414.8 ms
2026-08-01 07:55:56 | INFO | [13/206] marine_marine-debris-aris3k-1125.png -> 2 instance(s) | 425.6 ms
2026-08-01 07:55:57 | INFO | [14/206] marine_marine-debris-aris3k-1129.png -> 1 instance(s) | 414.3 ms
2026-08-01 07:55:57 | INFO | [15/206] marine_marine-debris-aris3k-1142.png -> 1 instance(s) | 413.4 ms
2026-08-01 07:55:58 | INFO | [16/206] marine_marine-debris-aris3k-1144.png -> 1 instance(s) | 412.2 ms
2026-08-01 07:55:58 | INFO | [17/206] marine_marine-debris-aris3k-1158.png -> 1 instance(s) | 417.0 ms
2026-08-01 07:55:59 | INFO | [18/206] marine_marine-debris-aris3k-1165.png -> 1 instance(s) | 414.9 ms
2026-08-01 07:55:59 | INFO | [19/206] marine_marine-debris-aris3k-1168.png -> 1 instance(s) | 412.9 ms
2026-08-01 07:56:00 | INFO | [20/206] marine_marine-debris-aris3k-117.png -> 1 instance(s) | 419.5 ms
2026-08-01 07:56:00 | INFO | [21/206] marine_marine-debris-aris3k-1176.png -> 3 instance(s) | 442.9 ms
2026-08-01 07:56:00 | INFO | [22/206] marine_marine-debris-aris3k-1183.png -> 1 instance(s) | 421.5 ms
2026-08-01 07:56:01 | INFO | [23/206] marine_marine-debris-aris3k-1186.png -> 1 instance(s) | 417.5 ms
2026-08-01 07:56:01 | INFO | [24/206] marine_marine-debris-aris3k-12.png -> 1 instance(s) | 422.9 ms
2026-08-01 07:56:02 | INFO | [25/206] marine_marine-debris-aris3k-1202.png -> 1 instance(s) | 421.7 ms
2026-08-01 07:56:02 | INFO | [26/206] marine_marine-debris-aris3k-1208.png -> 2 instance(s) | 429.8 ms
2026-08-01 07:56:03 | INFO | [27/206] marine_marine-debris-aris3k-1227.png -> 2 instance(s) | 427.5 ms
2026-08-01 07:56:03 | INFO | [28/206] marine_marine-debris-aris3k-1252.png -> 1 instance(s) | 414.8 ms
2026-08-01 07:56:04 | INFO | [29/206] marine_marine-debris-aris3k-1254.png -> 2 instance(s) | 429.9 ms
2026-08-01 07:56:04 | INFO | [30/206] marine_marine-debris-aris3k-1260.png -> 1 instance(s) | 419.2 ms
2026-08-01 07:56:04 | INFO | [31/206] marine_marine-debris-aris3k-128.png -> 1 instance(s) | 421.2 ms
2026-08-01 07:56:05 | INFO | [32/206] marine_marine-debris-aris3k-1284.png -> 2 instance(s) | 429.9 ms
2026-08-01 07:56:05 | INFO | [33/206] marine_marine-debris-aris3k-1291.png -> 1 instance(s) | 421.3 ms
2026-08-01 07:56:06 | INFO | [34/206] marine_marine-debris-aris3k-1292.png -> 1 instance(s) | 422.5 ms
2026-08-01 07:56:06 | INFO | [35/206] marine_marine-debris-aris3k-1298.png -> 1 instance(s) | 419.6 ms
2026-08-01 07:56:07 | INFO | [36/206] marine_marine-debris-aris3k-1299.png -> 2 instance(s) | 430.2 ms
2026-08-01 07:56:07 | INFO | [37/206] marine_marine-debris-aris3k-1312.png -> 1 instance(s) | 422.1 ms
2026-08-01 07:56:08 | INFO | [38/206] marine_marine-debris-aris3k-1351.png -> 2 instance(s) | 431.8 ms
2026-08-01 07:56:08 | INFO | [39/206] marine_marine-debris-aris3k-1364.png -> 1 instance(s) | 422.1 ms
2026-08-01 07:56:08 | INFO | [40/206] marine_marine-debris-aris3k-1384.png -> 1 instance(s) | 420.9 ms
2026-08-01 07:56:09 | INFO | [41/206] marine_marine-debris-aris3k-1387.png -> 1 instance(s) | 422.5 ms
2026-08-01 07:56:09 | INFO | [42/206] marine_marine-debris-aris3k-139.png -> 2 instance(s) | 435.4 ms
2026-08-01 07:56:10 | INFO | [43/206] marine_marine-debris-aris3k-1394.png -> 2 instance(s) | 439.1 ms
2026-08-01 07:56:10 | INFO | [44/206] marine_marine-debris-aris3k-140.png -> 2 instance(s) | 437.0 ms
2026-08-01 07:56:11 | INFO | [45/206] marine_marine-debris-aris3k-1401.png -> 2 instance(s) | 439.4 ms
2026-08-01 07:56:11 | INFO | [46/206] marine_marine-debris-aris3k-1403.png -> 2 instance(s) | 438.7 ms
2026-08-01 07:56:12 | INFO | [47/206] marine_marine-debris-aris3k-1409.png -> 1 instance(s) | 429.5 ms
2026-08-01 07:56:12 | INFO | [48/206] marine_marine-debris-aris3k-1417.png -> 1 instance(s) | 429.9 ms
2026-08-01 07:56:13 | INFO | [49/206] marine_marine-debris-aris3k-142.png -> 1 instance(s) | 430.7 ms
2026-08-01 07:56:13 | INFO | [50/206] marine_marine-debris-aris3k-1426.png -> 2 instance(s) | 445.8 ms
2026-08-01 07:56:13 | INFO | [51/206] marine_marine-debris-aris3k-1449.png -> 1 instance(s) | 429.9 ms
2026-08-01 07:56:14 | INFO | [52/206] marine_marine-debris-aris3k-1452.png -> 2 instance(s) | 447.5 ms
2026-08-01 07:56:14 | INFO | [53/206] marine_marine-debris-aris3k-1460.png -> 2 instance(s) | 447.5 ms
2026-08-01 07:56:15 | INFO | [54/206] marine_marine-debris-aris3k-1482.png -> 1 instance(s) | 437.9 ms
2026-08-01 07:56:15 | INFO | [55/206] marine_marine-debris-aris3k-1485.png -> 1 instance(s) | 439.0 ms
2026-08-01 07:56:16 | INFO | [56/206] marine_marine-debris-aris3k-1486.png -> 1 instance(s) | 435.1 ms
2026-08-01 07:56:16 | INFO | [57/206] marine_marine-debris-aris3k-149.png -> 1 instance(s) | 441.7 ms
2026-08-01 07:56:17 | INFO | [58/206] marine_marine-debris-aris3k-1491.png -> 1 instance(s) | 441.0 ms
2026-08-01 07:56:17 | INFO | [59/206] marine_marine-debris-aris3k-1495.png -> 1 instance(s) | 433.2 ms
2026-08-01 07:56:18 | INFO | [60/206] marine_marine-debris-aris3k-1504.png -> 1 instance(s) | 437.4 ms
2026-08-01 07:56:18 | INFO | [61/206] marine_marine-debris-aris3k-151.png -> 2 instance(s) | 455.1 ms
2026-08-01 07:56:19 | INFO | [62/206] marine_marine-debris-aris3k-1530.png -> 1 instance(s) | 443.3 ms
2026-08-01 07:56:19 | INFO | [63/206] marine_marine-debris-aris3k-1538.png -> 1 instance(s) | 440.1 ms
2026-08-01 07:56:19 | INFO | [64/206] marine_marine-debris-aris3k-1578.png -> 1 instance(s) | 441.1 ms
2026-08-01 07:56:20 | INFO | [65/206] marine_marine-debris-aris3k-158.png -> 1 instance(s) | 444.1 ms
2026-08-01 07:56:20 | INFO | [66/206] marine_marine-debris-aris3k-1596.png -> 1 instance(s) | 442.6 ms
2026-08-01 07:56:21 | INFO | [67/206] marine_marine-debris-aris3k-1618.png -> 1 instance(s) | 443.0 ms
2026-08-01 07:56:21 | INFO | [68/206] marine_marine-debris-aris3k-1624.png -> 2 instance(s) | 464.1 ms
2026-08-01 07:56:22 | INFO | [69/206] marine_marine-debris-aris3k-1631.png -> 1 instance(s) | 444.6 ms
2026-08-01 07:56:22 | INFO | [70/206] marine_marine-debris-aris3k-1652.png -> 1 instance(s) | 445.6 ms
2026-08-01 07:56:23 | INFO | [71/206] marine_marine-debris-aris3k-166.png -> 2 instance(s) | 458.5 ms
2026-08-01 07:56:23 | INFO | [72/206] marine_marine-debris-aris3k-1664.png -> 1 instance(s) | 441.9 ms
2026-08-01 07:56:24 | INFO | [73/206] marine_marine-debris-aris3k-1665.png -> 1 instance(s) | 436.7 ms
2026-08-01 07:56:24 | INFO | [74/206] marine_marine-debris-aris3k-1670.png -> 1 instance(s) | 446.7 ms
2026-08-01 07:56:25 | INFO | [75/206] marine_marine-debris-aris3k-1680.png -> 2 instance(s) | 460.4 ms
2026-08-01 07:56:25 | INFO | [76/206] marine_marine-debris-aris3k-1696.png -> 1 instance(s) | 449.5 ms
2026-08-01 07:56:26 | INFO | [77/206] marine_marine-debris-aris3k-1698.png -> 1 instance(s) | 445.9 ms
2026-08-01 07:56:26 | INFO | [78/206] marine_marine-debris-aris3k-1699.png -> 1 instance(s) | 453.6 ms
2026-08-01 07:56:27 | INFO | [79/206] marine_marine-debris-aris3k-1700.png -> 1 instance(s) | 477.1 ms
2026-08-01 07:56:27 | INFO | [80/206] marine_marine-debris-aris3k-1707.png -> 1 instance(s) | 466.9 ms
2026-08-01 07:56:28 | INFO | [81/206] marine_marine-debris-aris3k-1727.png -> 1 instance(s) | 473.6 ms
2026-08-01 07:56:28 | INFO | [82/206] marine_marine-debris-aris3k-1733.png -> 2 instance(s) | 480.3 ms
2026-08-01 07:56:29 | INFO | [83/206] marine_marine-debris-aris3k-1737.png -> 1 instance(s) | 462.1 ms
2026-08-01 07:56:29 | INFO | [84/206] marine_marine-debris-aris3k-1771.png -> 1 instance(s) | 460.3 ms
2026-08-01 07:56:29 | INFO | [85/206] marine_marine-debris-aris3k-1776.png -> 1 instance(s) | 464.1 ms
2026-08-01 07:56:30 | INFO | [86/206] marine_marine-debris-aris3k-1777.png -> 1 instance(s) | 464.9 ms
2026-08-01 07:56:30 | INFO | [87/206] marine_marine-debris-aris3k-1788.png -> 1 instance(s) | 462.9 ms
2026-08-01 07:56:31 | INFO | [88/206] marine_marine-debris-aris3k-1825.png -> 2 instance(s) | 467.4 ms
2026-08-01 07:56:31 | INFO | [89/206] marine_marine-debris-aris3k-1833.png -> 2 instance(s) | 512.6 ms
2026-08-01 07:56:32 | INFO | [90/206] marine_marine-debris-aris3k-1843.png -> 1 instance(s) | 477.6 ms
2026-08-01 07:56:32 | INFO | [91/206] marine_marine-debris-aris3k-1844.png -> 1 instance(s) | 478.8 ms
2026-08-01 07:56:33 | INFO | [92/206] marine_marine-debris-aris3k-185.png -> 1 instance(s) | 441.8 ms
2026-08-01 07:56:33 | INFO | [93/206] marine_marine-debris-aris3k-1860.png -> 1 instance(s) | 507.1 ms
2026-08-01 07:56:34 | INFO | [94/206] marine_marine-debris-aris3k-226.png -> 2 instance(s) | 527.0 ms
2026-08-01 07:56:35 | INFO | [95/206] marine_marine-debris-aris3k-237.png -> 1 instance(s) | 478.6 ms
2026-08-01 07:56:35 | INFO | [96/206] marine_marine-debris-aris3k-248.png -> 1 instance(s) | 466.2 ms
2026-08-01 07:56:35 | INFO | [97/206] marine_marine-debris-aris3k-256.png -> 2 instance(s) | 458.8 ms
2026-08-01 07:56:36 | INFO | [98/206] marine_marine-debris-aris3k-292.png -> 2 instance(s) | 460.4 ms
2026-08-01 07:56:36 | INFO | [99/206] marine_marine-debris-aris3k-300.png -> 1 instance(s) | 441.6 ms
2026-08-01 07:56:37 | INFO | [100/206] marine_marine-debris-aris3k-305.png -> 2 instance(s) | 446.8 ms
2026-08-01 07:56:37 | INFO | [101/206] marine_marine-debris-aris3k-306.png -> 2 instance(s) | 450.1 ms
2026-08-01 07:56:38 | INFO | [102/206] marine_marine-debris-aris3k-31.png -> 1 instance(s) | 434.2 ms
2026-08-01 07:56:38 | INFO | [103/206] marine_marine-debris-aris3k-321.png -> 1 instance(s) | 430.0 ms
2026-08-01 07:56:39 | INFO | [104/206] marine_marine-debris-aris3k-334.png -> 2 instance(s) | 448.1 ms
2026-08-01 07:56:39 | INFO | [105/206] marine_marine-debris-aris3k-337.png -> 2 instance(s) | 444.7 ms
2026-08-01 07:56:40 | INFO | [106/206] marine_marine-debris-aris3k-343.png -> 1 instance(s) | 434.4 ms
2026-08-01 07:56:40 | INFO | [107/206] marine_marine-debris-aris3k-351.png -> 1 instance(s) | 427.9 ms
2026-08-01 07:56:41 | INFO | [108/206] marine_marine-debris-aris3k-362.png -> 1 instance(s) | 426.2 ms
2026-08-01 07:56:41 | INFO | [109/206] marine_marine-debris-aris3k-381.png -> 2 instance(s) | 439.7 ms
2026-08-01 07:56:41 | INFO | [110/206] marine_marine-debris-aris3k-393.png -> 1 instance(s) | 434.3 ms
2026-08-01 07:56:42 | INFO | [111/206] marine_marine-debris-aris3k-395.png -> 2 instance(s) | 450.1 ms
2026-08-01 07:56:42 | INFO | [112/206] marine_marine-debris-aris3k-402.png -> 1 instance(s) | 435.2 ms
2026-08-01 07:56:43 | INFO | [113/206] marine_marine-debris-aris3k-405.png -> 1 instance(s) | 443.6 ms
2026-08-01 07:56:43 | INFO | [114/206] marine_marine-debris-aris3k-415.png -> 1 instance(s) | 438.4 ms
2026-08-01 07:56:44 | INFO | [115/206] marine_marine-debris-aris3k-416.png -> 1 instance(s) | 430.9 ms
2026-08-01 07:56:44 | INFO | [116/206] marine_marine-debris-aris3k-426.png -> 1 instance(s) | 435.0 ms
2026-08-01 07:56:45 | INFO | [117/206] marine_marine-debris-aris3k-43.png -> 1 instance(s) | 435.8 ms
2026-08-01 07:56:45 | INFO | [118/206] marine_marine-debris-aris3k-44.png -> 1 instance(s) | 437.7 ms
2026-08-01 07:56:46 | INFO | [119/206] marine_marine-debris-aris3k-457.png -> 1 instance(s) | 436.2 ms
2026-08-01 07:56:46 | INFO | [120/206] marine_marine-debris-aris3k-474.png -> 1 instance(s) | 436.7 ms
2026-08-01 07:56:47 | INFO | [121/206] marine_marine-debris-aris3k-476.png -> 1 instance(s) | 441.2 ms
2026-08-01 07:56:47 | INFO | [122/206] marine_marine-debris-aris3k-488.png -> 1 instance(s) | 445.3 ms
2026-08-01 07:56:47 | INFO | [123/206] marine_marine-debris-aris3k-489.png -> 1 instance(s) | 441.7 ms
2026-08-01 07:56:48 | INFO | [124/206] marine_marine-debris-aris3k-496.png -> 1 instance(s) | 442.8 ms
2026-08-01 07:56:48 | INFO | [125/206] marine_marine-debris-aris3k-497.png -> 1 instance(s) | 443.9 ms
2026-08-01 07:56:49 | INFO | [126/206] marine_marine-debris-aris3k-501.png -> 2 instance(s) | 455.5 ms
2026-08-01 07:56:49 | INFO | [127/206] marine_marine-debris-aris3k-511.png -> 2 instance(s) | 448.0 ms
2026-08-01 07:56:50 | INFO | [128/206] marine_marine-debris-aris3k-514.png -> 2 instance(s) | 454.0 ms
2026-08-01 07:56:50 | INFO | [129/206] marine_marine-debris-aris3k-525.png -> 1 instance(s) | 440.9 ms
2026-08-01 07:56:51 | INFO | [130/206] marine_marine-debris-aris3k-536.png -> 1 instance(s) | 447.1 ms
2026-08-01 07:56:51 | INFO | [131/206] marine_marine-debris-aris3k-552.png -> 2 instance(s) | 453.8 ms
2026-08-01 07:56:52 | INFO | [132/206] marine_marine-debris-aris3k-564.png -> 1 instance(s) | 443.9 ms
2026-08-01 07:56:52 | INFO | [133/206] marine_marine-debris-aris3k-571.png -> 2 instance(s) | 455.0 ms
2026-08-01 07:56:53 | INFO | [134/206] marine_marine-debris-aris3k-574.png -> 1 instance(s) | 444.0 ms
2026-08-01 07:56:53 | INFO | [135/206] marine_marine-debris-aris3k-577.png -> 1 instance(s) | 444.5 ms
2026-08-01 07:56:54 | INFO | [136/206] marine_marine-debris-aris3k-58.png -> 1 instance(s) | 444.6 ms
2026-08-01 07:56:54 | INFO | [137/206] marine_marine-debris-aris3k-586.png -> 2 instance(s) | 460.4 ms
2026-08-01 07:56:55 | INFO | [138/206] marine_marine-debris-aris3k-603.png -> 1 instance(s) | 445.6 ms
2026-08-01 07:56:55 | INFO | [139/206] marine_marine-debris-aris3k-61.png -> 1 instance(s) | 448.8 ms
2026-08-01 07:56:56 | INFO | [140/206] marine_marine-debris-aris3k-610.png -> 1 instance(s) | 469.4 ms
2026-08-01 07:56:56 | INFO | [141/206] marine_marine-debris-aris3k-615.png -> 1 instance(s) | 473.5 ms
2026-08-01 07:56:56 | INFO | [142/206] marine_marine-debris-aris3k-637.png -> 1 instance(s) | 469.2 ms
2026-08-01 07:56:57 | INFO | [143/206] marine_marine-debris-aris3k-640.png -> 1 instance(s) | 460.5 ms
2026-08-01 07:56:57 | INFO | [144/206] marine_marine-debris-aris3k-646.png -> 2 instance(s) | 477.7 ms
2026-08-01 07:56:58 | INFO | [145/206] marine_marine-debris-aris3k-661.png -> 1 instance(s) | 460.9 ms
2026-08-01 07:56:58 | INFO | [146/206] marine_marine-debris-aris3k-662.png -> 1 instance(s) | 471.3 ms
2026-08-01 07:56:59 | INFO | [147/206] marine_marine-debris-aris3k-675.png -> 2 instance(s) | 475.4 ms
2026-08-01 07:56:59 | INFO | [148/206] marine_marine-debris-aris3k-682.png -> 2 instance(s) | 471.0 ms
2026-08-01 07:57:00 | INFO | [149/206] marine_marine-debris-aris3k-684.png -> 2 instance(s) | 473.7 ms
2026-08-01 07:57:00 | INFO | [150/206] marine_marine-debris-aris3k-690.png -> 1 instance(s) | 457.9 ms
2026-08-01 07:57:01 | INFO | [151/206] marine_marine-debris-aris3k-694.png -> 1 instance(s) | 465.2 ms
2026-08-01 07:57:01 | INFO | [152/206] marine_marine-debris-aris3k-700.png -> 1 instance(s) | 455.1 ms
2026-08-01 07:57:02 | INFO | [153/206] marine_marine-debris-aris3k-71.png -> 1 instance(s) | 466.4 ms
2026-08-01 07:57:02 | INFO | [154/206] marine_marine-debris-aris3k-716.png -> 1 instance(s) | 495.4 ms
2026-08-01 07:57:03 | INFO | [155/206] marine_marine-debris-aris3k-724.png -> 1 instance(s) | 487.3 ms
2026-08-01 07:57:03 | INFO | [156/206] marine_marine-debris-aris3k-733.png -> 1 instance(s) | 496.2 ms
2026-08-01 07:57:04 | INFO | [157/206] marine_marine-debris-aris3k-734.png -> 1 instance(s) | 494.0 ms
2026-08-01 07:57:04 | INFO | [158/206] marine_marine-debris-aris3k-742.png -> 2 instance(s) | 510.0 ms
2026-08-01 07:57:05 | INFO | [159/206] marine_marine-debris-aris3k-748.png -> 1 instance(s) | 486.4 ms
2026-08-01 07:57:05 | INFO | [160/206] marine_marine-debris-aris3k-778.png -> 1 instance(s) | 477.2 ms
2026-08-01 07:57:06 | INFO | [161/206] marine_marine-debris-aris3k-800.png -> 1 instance(s) | 480.6 ms
2026-08-01 07:57:06 | INFO | [162/206] marine_marine-debris-aris3k-802.png -> 1 instance(s) | 481.2 ms
2026-08-01 07:57:07 | INFO | [163/206] marine_marine-debris-aris3k-804.png -> 1 instance(s) | 476.7 ms
2026-08-01 07:57:07 | INFO | [164/206] marine_marine-debris-aris3k-809.png -> 1 instance(s) | 482.0 ms
2026-08-01 07:57:08 | INFO | [165/206] marine_marine-debris-aris3k-832.png -> 1 instance(s) | 632.1 ms
2026-08-01 07:57:09 | INFO | [166/206] marine_marine-debris-aris3k-846.png -> 1 instance(s) | 574.7 ms
2026-08-01 07:57:09 | INFO | [167/206] marine_marine-debris-aris3k-847.png -> 1 instance(s) | 540.1 ms
2026-08-01 07:57:10 | INFO | [168/206] marine_marine-debris-aris3k-855.png -> 1 instance(s) | 550.1 ms
2026-08-01 07:57:10 | INFO | [169/206] marine_marine-debris-aris3k-871.png -> 2 instance(s) | 553.5 ms
2026-08-01 07:57:11 | INFO | [170/206] marine_marine-debris-aris3k-88.png -> 2 instance(s) | 524.4 ms
2026-08-01 07:57:11 | INFO | [171/206] marine_marine-debris-aris3k-893.png -> 2 instance(s) | 463.2 ms
2026-08-01 07:57:12 | INFO | [172/206] marine_marine-debris-aris3k-894.png -> 1 instance(s) | 460.9 ms
2026-08-01 07:57:12 | INFO | [173/206] marine_marine-debris-aris3k-905.png -> 1 instance(s) | 510.3 ms
2026-08-01 07:57:13 | INFO | [174/206] marine_marine-debris-aris3k-909.png -> 2 instance(s) | 491.6 ms
2026-08-01 07:57:13 | INFO | [175/206] marine_marine-debris-aris3k-914.png -> 1 instance(s) | 467.0 ms
2026-08-01 07:57:14 | INFO | [176/206] marine_marine-debris-aris3k-92.png -> 2 instance(s) | 462.7 ms
2026-08-01 07:57:14 | INFO | [177/206] marine_marine-debris-aris3k-951.png -> 1 instance(s) | 448.4 ms
2026-08-01 07:57:15 | INFO | [178/206] marine_marine-debris-aris3k-958.png -> 1 instance(s) | 453.2 ms
2026-08-01 07:57:15 | INFO | [179/206] marine_marine-debris-aris3k-962.png -> 1 instance(s) | 446.0 ms
2026-08-01 07:57:16 | INFO | [180/206] marine_marine-debris-aris3k-967.png -> 2 instance(s) | 450.5 ms
2026-08-01 07:57:16 | INFO | [181/206] marine_marine-debris-aris3k-976.png -> 1 instance(s) | 434.3 ms
2026-08-01 07:57:17 | INFO | [182/206] marine_marine-debris-aris3k-98.png -> 2 instance(s) | 441.4 ms
2026-08-01 07:57:17 | INFO | [183/206] marine_marine-debris-aris3k-983.png -> 1 instance(s) | 431.0 ms
2026-08-01 07:57:18 | INFO | [184/206] marine_marine-debris-aris3k-984.png -> 1 instance(s) | 426.2 ms
2026-08-01 07:57:18 | INFO | [185/206] marine_marine-debris-aris3k-987.png -> 1 instance(s) | 428.2 ms
2026-08-01 07:57:19 | INFO | [186/206] marine_marine-debris-aris3k-990.png -> 1 instance(s) | 431.7 ms
2026-08-01 07:57:19 | INFO | [187/206] marine_marine-debris-aris3k-992.png -> 2 instance(s) | 440.8 ms
2026-08-01 07:57:20 | INFO | [188/206] marine_marine-debris-aris3k-994.png -> 2 instance(s) | 444.9 ms
2026-08-01 07:57:20 | INFO | [189/206] mine_sonar83_jpg.rf.d7d3ede15a0476a8184ccc9f645b5955.jpg -> 1 instance(s) | 485.1 ms
2026-08-01 07:57:20 | INFO | [190/206] mine_sonar84_jpg.rf.c868661cca1c14bb308bd928c1d1e54e.jpg -> 1 instance(s) | 431.3 ms
2026-08-01 07:57:21 | INFO | [191/206] mine_sonar85_jpg.rf.3192057ce4556f7bc56671317c50431d.jpg -> 1 instance(s) | 433.0 ms
2026-08-01 07:57:21 | INFO | [192/206] mine_sonar86_jpg.rf.a7bc6bc21f73e1636afa72a097c8878d.jpg -> 2 instance(s) | 445.7 ms
2026-08-01 07:57:22 | INFO | [193/206] mine_sonar87_jpg.rf.2275a8c6356a68f2cd026074fab0fbf9.jpg -> 1 instance(s) | 437.7 ms
2026-08-01 07:57:22 | INFO | [194/206] mine_sonar88_jpg.rf.cedf05cfbba72b9bd38de6d126bbbe76.jpg -> 1 instance(s) | 436.4 ms
2026-08-01 07:57:23 | INFO | [195/206] mine_sonar89_jpg.rf.54de267b1dd46896035a8017f896e8c9.jpg -> 1 instance(s) | 436.5 ms
2026-08-01 07:57:23 | INFO | [196/206] mine_sonar8_jpg.rf.3efb1cf5aba7c2cefc21f1cab852b8ce.jpg -> 1 instance(s) | 433.6 ms
2026-08-01 07:57:24 | INFO | [197/206] mine_sonar90_jpg.rf.6dc9e1afcd5f9914f03fdbac8afbbab0.jpg -> 1 instance(s) | 436.8 ms
2026-08-01 07:57:24 | INFO | [198/206] mine_sonar91_jpg.rf.1cc5cf29d0846c05146afe5260759ec2.jpg -> 1 instance(s) | 439.8 ms
2026-08-01 07:57:24 | INFO | [199/206] mine_sonar92_jpg.rf.20b9433b2d27be0a4842ef5b43d31013.jpg -> 2 instance(s) | 453.8 ms
2026-08-01 07:57:25 | INFO | [200/206] mine_sonar94_jpg.rf.1b9070f4aa154d16825d53bd356771b1.jpg -> 1 instance(s) | 454.9 ms
2026-08-01 07:57:25 | INFO | [201/206] mine_sonar95_jpg.rf.dc9cc7c34485f915bda19b029373de01.jpg -> 1 instance(s) | 440.4 ms
2026-08-01 07:57:26 | INFO | [202/206] mine_sonar96_jpg.rf.a271f0c8428cb264f56e1a25e0c3a91b.jpg -> 1 instance(s) | 441.3 ms
2026-08-01 07:57:26 | INFO | [203/206] mine_sonar97_jpg.rf.0af6e66998559e85188360e72524e548.jpg -> 1 instance(s) | 445.5 ms
2026-08-01 07:57:27 | INFO | [204/206] mine_sonar98_jpg.rf.f96a3b6a5a2599496693839f96359cc9.jpg -> 1 instance(s) | 445.5 ms
2026-08-01 07:57:27 | INFO | [205/206] mine_sonar99_jpg.rf.42ba912455226b1328983b8a958a69d9.jpg -> 1 instance(s) | 445.7 ms
2026-08-01 07:57:28 | INFO | [206/206] mine_sonar9_jpg.rf.b7e7154933ddb10f144a7b89327c32a9.jpg -> 1 instance(s) | 444.4 ms
2026-08-01 07:57:28 | INFO | Saved /mnt/DATA/EE25M305/Sonar_Vision/Output/Output_1/GT_MASK_samhq_1/yolov11_s_samhq/summary.txt
2026-08-01 07:57:28 | INFO | === Generation complete ===
